season,bowler,runs_conceded,balls_bowled,wickets,matches,economy,wickets_per_match
2008.0,A Kumble,314,236,8,10,7.98,0.8
2008.0,A Mishra,140,123,11,6,6.83,1.83
2008.0,A Nehra,357,280,14,14,7.65,1.0
2008.0,A Nel,31,18,1,1,10.33,1.0
2008.0,A Symonds,106,44,0,3,14.45,0.0
2008.0,AA Noffke,41,25,1,1,9.84,1.0
2008.0,AB Agarkar,211,168,8,9,7.54,0.89
2008.0,AB Dinda,266,245,11,12,6.51,0.92
2008.0,AD Mascarenhas,31,25,2,1,7.44,2.0
2008.0,AM Nayar,69,43,1,5,9.63,0.2
2008.0,Abdur Razzak,29,14,0,1,12.43,0.0
2008.0,B Akhil,138,105,3,6,7.89,0.5
2008.0,B Geeves,91,49,2,2,11.14,1.0
2008.0,B Lee,118,99,5,4,7.15,1.25
2008.0,BAW Mendis,24,24,1,1,6.0,1.0
2008.0,CK Kapugedera,49,17,0,3,17.29,0.0
2008.0,CL White,24,7,0,1,20.57,0.0
2008.0,CRD Fernando,164,128,12,5,7.69,2.4
2008.0,D Kalyankrishna,88,50,2,3,10.56,0.67
2008.0,D Salunkhe,80,51,1,5,9.41,0.2
2008.0,DB Ravi Teja,19,12,1,1,9.5,1.0
2008.0,DJ Bravo,239,181,11,9,7.92,1.22
2008.0,DJ Hussey,134,79,3,5,10.18,0.6
2008.0,DJ Thornely,40,44,3,4,5.45,0.75
2008.0,DL Vettori,54,48,2,2,6.75,1.0
2008.0,DNT Zoysa,100,69,2,3,8.7,0.67
2008.0,DP Vijaykumar,205,159,4,9,7.74,0.44
2008.0,DR Smith,83,69,5,4,7.22,1.25
2008.0,DS Kulkarni,242,193,13,10,7.52,1.3
2008.0,DW Steyn,265,247,13,10,6.44,1.3
2008.0,GD McGrath,366,329,14,14,6.67,1.0
2008.0,Gagandeep Singh,142,84,3,4,10.14,0.75
2008.0,Harbhajan Singh,84,62,6,3,8.13,2.0
2008.0,I Sharma,348,266,7,13,7.85,0.54
2008.0,IK Pathan,361,336,20,14,6.45,1.43
2008.0,Iqbal Abdulla,22,18,1,1,7.33,1.0
2008.0,JA Morkel,414,310,20,13,8.01,1.54
2008.0,JDP Oram,149,100,6,4,8.94,1.5
2008.0,JH Kallis,322,211,4,11,9.16,0.36
2008.0,JR Hopes,285,171,7,11,10.0,0.64
2008.0,Joginder Sharma,241,158,9,7,9.15,1.29
2008.0,K Goel,25,12,0,1,12.5,0.0
2008.0,L Balaji,293,205,11,9,8.58,1.22
2008.0,LPC Silva,21,6,0,1,21.0,0.0
2008.0,LR Shukla,126,78,6,9,9.69,0.67
2008.0,M Kartik,132,89,5,5,8.9,1.0
2008.0,M Muralitharan,416,369,11,15,6.76,0.73
2008.0,M Ntini,257,213,8,9,7.24,0.89
2008.0,MA Khote,52,30,2,2,10.4,1.0
2008.0,MF Maharoof,255,226,19,10,6.77,1.9
2008.0,MM Patel,423,336,16,15,7.55,1.07
2008.0,MS Gony,456,371,18,16,7.37,1.12
2008.0,Mohammad Asif,307,199,9,8,9.26,1.12
2008.0,Mohammad Hafeez,71,63,2,4,6.76,0.5
2008.0,P Amarnath,241,132,7,6,10.95,1.17
2008.0,P Kumar,376,275,12,13,8.2,0.92
2008.0,PJ Sangwan,221,155,7,7,8.55,1.0
2008.0,PM Sarvesh Kumar,42,31,1,2,8.13,0.5
2008.0,PP Chawla,396,286,19,15,8.31,1.27
2008.0,PP Ojha,299,236,11,12,7.6,0.92
2008.0,Pankaj Singh,129,76,0,5,10.18,0.0
2008.0,R Bhatia,185,134,9,9,8.28,1.0
2008.0,R Vinay Kumar,183,141,7,8,7.79,0.88
2008.0,RA Jadeja,21,13,1,2,9.69,0.5
2008.0,RG Sharma,26,25,1,1,6.24,1.0
2008.0,RP Singh,459,325,17,14,8.47,1.21
2008.0,RR Powar,93,77,3,5,7.25,0.6
2008.0,RR Raje,142,102,6,6,8.35,1.0
2008.0,S Sreesanth,451,332,19,15,8.15,1.27
2008.0,S Vidyut,22,13,1,1,10.15,1.0
2008.0,SB Bangar,221,153,6,9,8.67,0.67
2008.0,SB Joshi,82,55,1,4,8.95,0.25
2008.0,SB Styris,201,167,4,8,7.22,0.5
2008.0,SC Ganguly,132,121,7,7,6.55,1.0
2008.0,SD Chitnis,62,38,2,2,9.79,1.0
2008.0,SK Raina,30,20,2,2,9.0,1.0
2008.0,SK Trivedi,407,300,15,15,8.14,1.0
2008.0,SK Warne,409,319,20,15,7.69,1.33
2008.0,SM Pollock,307,280,13,13,6.58,1.0
2008.0,SR Watson,395,344,20,15,6.89,1.33
2008.0,ST Jayasuriya,163,127,5,8,7.7,0.62
2008.0,Shahid Afridi,237,185,9,10,7.69,0.9
2008.0,Shoaib Akhtar,54,46,5,3,7.04,1.67
2008.0,Shoaib Malik,87,58,2,5,9.0,0.4
2008.0,Sohail Tanvir,275,265,24,11,6.23,2.18
2008.0,TM Dilshan,3,6,1,1,3.0,1.0
2008.0,Umar Gul,198,153,14,6,7.76,2.33
2008.0,V Kohli,62,49,2,4,7.59,0.5
2008.0,V Sehwag,134,67,3,7,12.0,0.43
2008.0,VRV Singh,425,296,15,13,8.61,1.15
2008.0,VS Yeligati,61,32,0,2,11.44,0.0
2008.0,VY Mahesh,380,266,17,11,8.57,1.55
2008.0,WA Mota,36,20,1,2,10.8,0.5
2008.0,WPUJC Vaas,146,103,6,5,8.5,1.2
2008.0,Y Venugopal Rao,137,88,3,7,9.34,0.43
2008.0,YK Pathan,233,170,10,13,8.22,0.77
2008.0,Yuvraj Singh,85,56,3,6,9.11,0.5
2008.0,Z Khan,369,258,15,11,8.58,1.36
2009.0,A Flintoff,106,66,2,3,9.64,0.67
2009.0,A Kumble,353,358,22,16,5.92,1.38
2009.0,A Mishra,300,262,14,11,6.87,1.27
2009.0,A Mithun,42,27,0,1,9.33,0.0
2009.0,A Nehra,354,326,22,13,6.52,1.69
2009.0,A Singh,100,107,9,5,5.61,1.8
2009.0,A Symonds,162,147,9,8,6.61,1.12
2009.0,AB Agarkar,293,199,8,11,8.83,0.73
2009.0,AB Dinda,195,150,6,8,7.8,0.75
2009.0,AB McDonald,22,18,0,1,7.33,0.0
2009.0,AD Mascarenhas,133,116,6,5,6.88,1.2
2009.0,AD Mathews,32,15,0,1,12.8,0.0
2009.0,AM Nayar,84,77,4,4,6.55,1.0
2009.0,AM Rahane,5,6,1,1,5.0,1.0
2009.0,AM Salvi,138,106,4,5,7.81,0.8
2009.0,AS Raut,37,24,0,4,9.25,0.0
2009.0,Anureet Singh,47,34,2,2,8.29,1.0
2009.0,B Akhil,80,69,4,5,6.96,0.8
2009.0,B Lee,113,133,6,5,5.1,1.2
2009.0,BAW Mendis,136,102,4,4,8.0,1.0
2009.0,BJ Hodge,167,123,7,9,8.15,0.78
2009.0,C Nanda,58,50,2,3,6.96,0.67
2009.0,CH Gayle,146,119,1,7,7.36,0.14
2009.0,CK Langeveldt,15,25,3,1,3.6,3.0
2009.0,D du Preez,56,43,4,2,7.81,2.0
2009.0,DJ Bravo,265,211,14,11,7.54,1.27
2009.0,DJ Hussey,34,25,1,3,8.16,0.33
2009.0,DL Vettori,186,141,10,7,7.91,1.43
2009.0,DP Nannes,384,320,20,13,7.2,1.54
2009.0,DR Smith,128,85,1,8,9.04,0.12
2009.0,DS Kulkarni,209,160,5,8,7.84,0.62
2009.0,DW Steyn,62,59,3,3,6.31,1.0
2009.0,FH Edwards,160,150,6,6,6.4,1.0
2009.0,GR Napier,28,24,1,1,7.0,1.0
2009.0,Harbhajan Singh,272,268,13,13,6.09,1.0
2009.0,Harmeet Singh,198,142,4,7,8.37,0.57
2009.0,I Sharma,303,270,11,11,6.73,1.0
2009.0,IK Pathan,398,314,20,14,7.61,1.43
2009.0,J Botha,76,75,5,3,6.08,1.67
2009.0,JA Morkel,330,249,15,12,7.95,1.25
2009.0,JD Ryder,121,104,5,5,6.98,1.0
2009.0,JDP Oram,139,94,6,7,8.87,0.86
2009.0,JH Kallis,362,289,7,14,7.52,0.5
2009.0,JP Duminy,96,107,4,6,5.38,0.67
2009.0,Jaskaran Singh,32,19,0,1,10.11,0.0
2009.0,Joginder Sharma,57,43,2,4,7.95,0.5
2009.0,K Goel,62,49,0,4,7.59,0.0
2009.0,KP Appanna,91,72,2,5,7.58,0.4
2009.0,KP Pietersen,88,80,5,4,6.6,1.25
2009.0,Kamran Khan,148,121,10,5,7.34,2.0
2009.0,L Balaji,320,229,14,13,8.38,1.08
2009.0,LA Carseldine,6,7,1,1,5.14,1.0
2009.0,LR Shukla,102,88,5,5,6.95,1.0
2009.0,LRPL Taylor,13,7,0,1,11.14,0.0
2009.0,M Kartik,207,210,5,10,5.91,0.5
2009.0,M Morkel,40,44,1,2,5.45,0.5
2009.0,M Muralitharan,267,304,16,13,5.27,1.23
2009.0,MC Henriques,107,76,2,4,8.45,0.5
2009.0,MF Maharoof,67,66,4,3,6.09,1.33
2009.0,MK Tiwary,11,6,0,1,11.0,0.0
2009.0,MM Patel,245,218,18,11,6.74,1.64
2009.0,MS Gony,173,107,5,7,9.7,0.71
2009.0,Mashrafe Mortaza,59,28,1,1,12.64,1.0
2009.0,P Kumar,401,312,16,13,7.71,1.23
2009.0,PJ Sangwan,374,297,18,13,7.56,1.38
2009.0,PP Chawla,319,273,12,14,7.01,0.86
2009.0,PP Ojha,359,327,21,15,6.59,1.4
2009.0,Pankaj Singh,65,45,2,3,8.67,0.67
2009.0,R Ashwin,14,24,2,1,3.5,2.0
2009.0,R Bhatia,153,133,11,7,6.9,1.57
2009.0,R Vinay Kumar,273,199,9,11,8.23,0.82
2009.0,RA Jadeja,156,144,6,10,6.5,0.6
2009.0,RA Shaikh,11,6,0,1,11.0,0.0
2009.0,RE van der Merwe,263,209,9,10,7.55,0.9
2009.0,RG Sharma,163,140,12,12,6.99,1.0
2009.0,RJ Harris,235,192,6,8,7.34,0.75
2009.0,RP Singh,430,382,26,16,6.75,1.62
2009.0,RR Bose,24,12,0,1,12.0,0.0
2009.0,RR Powar,138,132,6,8,6.27,0.75
2009.0,RR Raje,72,42,1,4,10.29,0.25
2009.0,RS Bopara,5,8,0,2,3.75,0.0
2009.0,S Sreesanth,196,145,6,7,8.11,0.86
2009.0,S Tyagi,143,118,5,8,7.27,0.62
2009.0,SB Jakati,225,175,13,8,7.71,1.62
2009.0,SB Styris,64,49,5,2,7.84,2.5
2009.0,SC Ganguly,98,73,2,6,8.05,0.33
2009.0,SK Raina,169,167,8,10,6.07,0.8
2009.0,SK Trivedi,152,123,6,7,7.41,0.86
2009.0,SK Warne,369,313,14,13,7.07,1.08
2009.0,SL Malinga,334,326,21,13,6.15,1.62
2009.0,SM Harwood,74,67,3,3,6.63,1.0
2009.0,SR Tendulkar,59,37,0,4,9.57,0.0
2009.0,SS Sarkar,34,25,1,2,8.16,0.5
2009.0,ST Jayasuriya,165,119,8,9,8.32,0.89
2009.0,Shoaib Ahmed,154,103,5,7,8.97,0.71
2009.0,T Henderson,41,36,1,2,6.83,0.5
2009.0,T Thushara,61,50,3,2,7.32,1.5
2009.0,TL Suman,108,91,6,5,7.12,1.2
2009.0,TM Dilshan,99,96,0,8,6.19,0.0
2009.0,V Kohli,46,39,0,3,7.08,0.0
2009.0,V Sehwag,25,7,0,1,21.43,0.0
2009.0,VRV Singh,83,54,1,4,9.22,0.25
2009.0,VS Malik,100,74,2,5,8.11,0.4
2009.0,VY Mahesh,25,13,1,1,11.54,1.0
2009.0,WA Mota,62,55,3,5,6.76,0.6
2009.0,WPUJC Vaas,71,52,5,2,8.19,2.5
2009.0,Y Nagar,20,13,2,1,9.23,2.0
2009.0,Y Venugopal Rao,123,92,4,6,8.02,0.67
2009.0,YA Abdulla,244,180,14,9,8.13,1.56
2009.0,YK Pathan,248,221,7,11,6.73,0.64
2009.0,Yuvraj Singh,142,121,6,9,7.04,0.67
2009.0,Z Khan,144,132,7,6,6.55,1.17
2010.0,A Kumble,422,389,19,16,6.51,1.19
2010.0,A Mishra,371,329,20,14,6.77,1.43
2010.0,A Mithun,39,20,1,1,11.7,1.0
2010.0,A Nehra,102,85,6,4,7.2,1.5
2010.0,A Symonds,385,325,13,16,7.11,0.81
2010.0,A Uniyal,67,38,3,2,10.58,1.5
2010.0,AA Jhunjhunwala,69,39,0,5,10.62,0.0
2010.0,AB Agarkar,207,136,4,7,9.13,0.57
2010.0,AB Dinda,155,144,12,7,6.46,1.71
2010.0,AB McDonald,138,85,8,4,9.74,2.0
2010.0,AC Voges,76,56,1,7,8.14,0.14
2010.0,AD Mascarenhas,66,48,4,2,8.25,2.0
2010.0,AD Mathews,317,230,8,12,8.27,0.67
2010.0,AG Murtaza,93,73,4,3,7.64,1.33
2010.0,AJ Finch,5,7,0,1,4.29,0.0
2010.0,AN Ahmed,26,14,0,1,11.14,0.0
2010.0,AP Dole,114,73,5,3,9.37,1.67
2010.0,B Akhil,6,6,0,1,6.0,0.0
2010.0,B Lee,154,91,0,4,10.15,0.0
2010.0,BAW Mendis,68,50,2,2,8.16,1.0
2010.0,BJ Hodge,41,30,2,4,8.2,0.5
2010.0,Bipul Sharma,94,60,4,4,9.4,1.0
2010.0,C Ganapathy,13,6,0,1,13.0,0.0
2010.0,CH Gayle,153,102,4,6,9.0,0.67
2010.0,CK Langeveldt,92,70,5,3,7.89,1.67
2010.0,CL White,19,7,0,1,16.29,0.0
2010.0,CRD Fernando,142,121,7,5,7.04,1.4
2010.0,DE Bollinger,213,193,13,8,6.62,1.62
2010.0,DJ Bravo,231,162,5,10,8.56,0.5
2010.0,DJ Hussey,81,60,0,5,8.1,0.0
2010.0,DL Vettori,98,72,3,3,8.17,1.0
2010.0,DP Nannes,235,218,11,9,6.47,1.22
2010.0,DR Smith,36,23,1,2,9.39,0.5
2010.0,DS Kulkarni,40,25,1,1,9.6,1.0
2010.0,DW Steyn,415,382,17,15,6.52,1.13
2010.0,FY Fazal,20,12,1,2,10.0,0.5
2010.0,Harbhajan Singh,385,334,20,14,6.92,1.43
2010.0,Harmeet Singh,177,151,10,8,7.03,1.25
2010.0,I Sharma,242,160,7,7,9.07,1.0
2010.0,IK Pathan,435,290,17,14,9.0,1.21
2010.0,Iqbal Abdulla,62,51,2,3,7.29,0.67
2010.0,J Theron,204,158,9,7,7.75,1.29
2010.0,JA Morkel,410,295,14,14,8.34,1.0
2010.0,JD Unadkat,85,62,4,3,8.23,1.33
2010.0,JH Kallis,484,350,15,16,8.3,0.94
2010.0,JM Kemp,58,47,3,5,7.4,0.6
2010.0,JP Duminy,37,33,1,2,6.73,0.5
2010.0,Jaskaran Singh,142,92,6,6,9.26,1.0
2010.0,Joginder Sharma,89,51,2,3,10.47,0.67
2010.0,K Goel,7,6,0,1,7.0,0.0
2010.0,KA Pollard,276,233,17,12,7.11,1.42
2010.0,KAJ Roach,80,52,0,2,9.23,0.0
2010.0,KP Appanna,51,43,3,2,7.12,1.5
2010.0,KP Pietersen,77,60,3,6,7.7,0.5
2010.0,Kamran Khan,53,38,4,3,8.37,1.33
2010.0,L Ablish,37,27,5,2,8.22,2.5
2010.0,L Balaji,214,147,10,7,8.73,1.43
2010.0,LR Shukla,108,72,3,4,9.0,0.75
2010.0,M Kartik,261,238,10,10,6.58,1.0
2010.0,M Morkel,66,46,0,2,8.61,0.0
2010.0,M Muralitharan,356,306,16,12,6.98,1.33
2010.0,MB Parmar,33,19,0,1,10.42,0.0
2010.0,MC Henriques,35,24,1,1,8.75,1.0
2010.0,MF Maharoof,210,149,10,7,8.46,1.43
2010.0,MK Tiwary,11,7,1,1,9.43,1.0
2010.0,MM Patel,118,78,5,4,9.08,1.25
2010.0,MR Marsh,89,64,2,3,8.34,0.67
2010.0,MS Gony,92,51,1,3,10.82,0.33
2010.0,ND Doshi,17,25,1,1,4.08,1.0
2010.0,NLTC Perera,19,6,0,1,19.0,0.0
2010.0,P Kumar,392,288,12,12,8.17,1.0
2010.0,PD Collingwood,101,90,5,6,6.73,0.83
2010.0,PJ Sangwan,260,199,9,8,7.84,1.12
2010.0,PP Chawla,371,296,13,14,7.52,0.93
2010.0,PP Ojha,439,360,22,16,7.32,1.38
2010.0,Pankaj Singh,83,51,2,2,9.76,1.0
2010.0,R Ashwin,308,297,14,12,6.22,1.17
2010.0,R Bhatia,136,98,3,5,8.33,0.6
2010.0,R McLaren,281,215,5,10,7.84,0.5
2010.0,R Sathish,81,51,3,4,9.53,0.75
2010.0,R Sharma,170,126,6,6,8.1,1.0
2010.0,R Vinay Kumar,404,284,19,14,8.54,1.36
2010.0,RE van der Merwe,27,27,2,1,6.0,2.0
2010.0,RG Sharma,159,119,2,9,8.02,0.22
2010.0,RJ Harris,239,195,15,8,7.35,1.88
2010.0,RP Singh,385,266,14,12,8.68,1.17
2010.0,RR Powar,163,144,4,7,6.79,0.57
2010.0,RS Bopara,132,82,5,5,9.66,1.0
2010.0,RS Gavaskar,8,6,0,1,8.0,0.0
2010.0,S Ladda,144,92,4,5,9.39,0.8
2010.0,S Narwal,186,99,6,5,11.27,1.2
2010.0,S Sreesanth,191,128,5,6,8.95,0.83
2010.0,S Sriram,24,12,0,1,12.0,0.0
2010.0,S Tyagi,161,102,1,6,9.47,0.17
2010.0,SB Jakati,300,232,15,11,7.76,1.36
2010.0,SB Wagh,16,6,1,1,16.0,1.0
2010.0,SC Ganguly,43,25,0,3,10.32,0.0
2010.0,SE Bond,225,191,9,8,7.07,1.12
2010.0,SJ Srivastava,257,178,6,8,8.66,0.75
2010.0,SK Raina,181,147,7,12,7.39,0.58
2010.0,SK Trivedi,266,218,13,10,7.32,1.3
2010.0,SK Warne,389,305,12,14,7.65,0.86
2010.0,SL Malinga,360,310,17,13,6.97,1.31
2010.0,SR Watson,185,139,7,6,7.99,1.17
2010.0,ST Jayasuriya,68,55,3,4,7.42,0.75
2010.0,STR Binny,9,6,0,1,9.0,0.0
2010.0,SW Tait,274,205,12,8,8.02,1.5
2010.0,T Thushara,103,94,7,4,6.57,1.75
2010.0,TL Suman,24,13,0,2,11.08,0.0
2010.0,TM Dilshan,70,49,3,4,8.57,0.75
2010.0,UT Yadav,192,152,8,7,7.58,1.14
2010.0,V Kohli,51,33,0,4,9.27,0.0
2010.0,V Sehwag,23,34,3,3,4.06,1.0
2010.0,VRV Singh,41,21,0,1,11.71,0.0
2010.0,VS Malik,66,46,1,3,8.61,0.33
2010.0,VY Mahesh,23,19,1,1,7.26,1.0
2010.0,WPUJC Vaas,147,133,11,6,6.63,1.83
2010.0,Y Nagar,28,18,1,1,9.33,1.0
2010.0,Y Venugopal Rao,10,6,0,1,10.0,0.0
2010.0,YA Abdulla,67,42,1,2,9.57,0.5
2010.0,YK Pathan,254,214,6,11,7.12,0.55
2010.0,Yuvraj Singh,155,139,6,10,6.69,0.6
2010.0,Z Khan,388,295,18,14,7.89,1.29
2011.0,A Mishra,369,324,19,14,6.83,1.36
2011.0,A Mithun,325,221,6,12,8.82,0.5
2011.0,A Singh,222,175,10,9,7.61,1.11
2011.0,A Symonds,41,24,1,3,10.25,0.33
2011.0,AA Chavan,31,30,0,2,6.2,0.0
2011.0,AA Jhunjhunwala,22,13,0,2,10.15,0.0
2011.0,AA Kazi,21,13,1,1,9.69,1.0
2011.0,AB Agarkar,236,164,9,7,8.63,1.29
2011.0,AB Dinda,159,107,5,5,8.92,1.0
2011.0,AB McDonald,23,12,0,1,11.5,0.0
2011.0,AC Thomas,283,222,11,10,7.65,1.1
2011.0,AG Murtaza,122,122,5,5,6.0,1.0
2011.0,AJ Finch,13,13,0,1,6.0,0.0
2011.0,AL Menaria,121,93,2,9,7.81,0.22
2011.0,AM Nayar,95,63,2,6,9.05,0.33
2011.0,AM Salvi,67,50,3,2,8.04,1.5
2011.0,AN Ahmed,178,128,7,6,8.34,1.17
2011.0,AS Raut,8,6,0,1,8.0,0.0
2011.0,AUK Pathan,49,35,0,2,8.4,0.0
2011.0,Anand Rajan,50,35,5,2,8.57,2.5
2011.0,B Akhil,22,13,0,1,10.15,0.0
2011.0,B Chipli,20,6,0,1,20.0,0.0
2011.0,B Kumar,68,67,3,4,6.09,0.75
2011.0,B Lee,349,284,8,12,7.37,0.67
2011.0,BA Bhatt,233,172,9,8,8.13,1.12
2011.0,BJ Hodge,77,67,8,4,6.9,2.0
2011.0,Bipul Sharma,80,78,5,4,6.15,1.25
2011.0,CH Gayle,262,225,9,12,6.99,0.75
2011.0,CK Langeveldt,92,70,5,3,7.89,1.67
2011.0,DB Ravi Teja,9,6,0,1,9.0,0.0
2011.0,DE Bollinger,343,294,20,13,7.0,1.54
2011.0,DJ Bravo,159,129,6,6,7.4,1.0
2011.0,DJ Hussey,38,18,1,2,12.67,0.5
2011.0,DL Vettori,315,312,13,13,6.06,1.0
2011.0,DP Nannes,31,25,2,2,7.44,1.0
2011.0,DS Kulkarni,156,126,6,6,7.43,1.0
2011.0,DT Christian,357,291,11,14,7.36,0.79
2011.0,DW Steyn,304,286,14,12,6.38,1.17
2011.0,Harbhajan Singh,373,328,16,15,6.82,1.07
2011.0,Harmeet Singh,53,44,3,2,7.23,1.5
2011.0,I Malhotra,23,6,0,1,23.0,0.0
2011.0,I Sharma,324,275,11,12,7.07,0.92
2011.0,IK Pathan,353,288,13,13,7.35,1.0
2011.0,Iqbal Abdulla,313,305,18,15,6.16,1.2
2011.0,J Botha,242,219,7,10,6.63,0.7
2011.0,J Syed Mohammad,128,91,5,5,8.44,1.0
2011.0,JA Morkel,390,280,16,14,8.36,1.14
2011.0,JD Ryder,119,94,5,7,7.6,0.71
2011.0,JD Unadkat,151,111,6,6,8.16,1.0
2011.0,JDP Oram,46,24,1,2,11.5,0.5
2011.0,JE Taylor,167,122,6,5,8.21,1.2
2011.0,JEC Franklin,99,63,3,6,9.43,0.5
2011.0,JH Kallis,170,150,9,9,6.8,1.0
2011.0,JJ van der Wath,134,76,3,3,10.58,1.0
2011.0,JP Duminy,149,111,4,8,8.05,0.5
2011.0,JR Hopes,277,198,7,9,8.39,0.78
2011.0,Joginder Sharma,34,20,0,1,10.2,0.0
2011.0,KA Pollard,367,270,13,16,8.16,0.81
2011.0,KMDN Kulasekara,26,19,1,1,8.21,1.0
2011.0,Kamran Khan,47,18,0,1,15.67,0.0
2011.0,L Ablish,39,18,0,1,13.0,0.0
2011.0,L Balaji,383,282,13,14,8.15,0.93
2011.0,LRPL Taylor,11,6,0,1,11.0,0.0
2011.0,M Kartik,170,130,2,6,7.85,0.33
2011.0,M Manhas,42,42,0,3,6.0,0.0
2011.0,M Morkel,336,274,14,11,7.36,1.27
2011.0,M Muralitharan,145,117,2,5,7.44,0.4
2011.0,MK Tiwary,23,13,0,2,10.62,0.0
2011.0,MM Patel,377,329,22,15,6.88,1.47
2011.0,MR Marsh,91,73,6,4,7.48,1.5
2011.0,MS Gony,86,55,4,3,9.38,1.33
2011.0,ND Doshi,62,32,1,3,11.62,0.33
2011.0,NJ Rimmington,20,18,0,1,6.67,0.0
2011.0,NL McCullum,35,30,0,2,7.0,0.0
2011.0,NLTC Perera,114,86,5,4,7.95,1.25
2011.0,P Kumar,353,283,10,13,7.48,0.77
2011.0,P Parameswaran,137,97,4,5,8.47,0.8
2011.0,P Prasanth,18,6,0,1,18.0,0.0
2011.0,PC Valthaty,191,147,7,9,7.8,0.78
2011.0,PP Chawla,340,253,16,12,8.06,1.33
2011.0,PP Ojha,281,224,12,10,7.53,1.2
2011.0,Pankaj Singh,24,12,0,1,12.0,0.0
2011.0,R Ashwin,398,385,21,16,6.2,1.31
2011.0,R Bhatia,213,194,10,12,6.59,0.83
2011.0,R McLaren,182,111,5,6,9.84,0.83
2011.0,R Ninan,65,36,3,2,10.83,1.5
2011.0,R Sathish,41,31,0,4,7.94,0.0
2011.0,R Sharma,274,296,17,13,5.55,1.31
2011.0,R Vinay Kumar,345,278,17,13,7.45,1.31
2011.0,RA Jadeja,307,261,9,14,7.06,0.64
2011.0,RE van der Merwe,94,91,6,4,6.2,1.5
2011.0,RG Sharma,53,25,0,3,12.72,0.0
2011.0,RJ Harris,401,295,17,13,8.16,1.31
2011.0,RN ten Doeschate,7,7,0,1,6.0,0.0
2011.0,RP Singh,365,314,15,14,6.97,1.07
2011.0,RR Powar,112,72,2,5,9.33,0.4
2011.0,RV Gomez,125,91,5,8,8.24,0.62
2011.0,RW Price,33,18,0,1,11.0,0.0
2011.0,S Aravind,377,288,22,13,7.85,1.69
2011.0,S Dhawan,12,12,1,2,6.0,0.5
2011.0,S Ladda,42,25,0,2,10.08,0.0
2011.0,S Nadeem,145,115,4,5,7.57,0.8
2011.0,S Rana,2,4,0,1,3.0,0.0
2011.0,S Randiv,223,180,8,8,7.43,1.0
2011.0,S Sreesanth,212,206,7,9,6.17,0.78
2011.0,S Sriram,25,6,0,1,25.0,0.0
2011.0,SB Jakati,338,269,10,14,7.54,0.71
2011.0,SB Styris,13,6,0,1,13.0,0.0
2011.0,SB Wagh,131,102,4,7,7.71,0.57
2011.0,SJ Srivastava,187,128,9,6,8.77,1.5
2011.0,SK Raina,209,173,5,12,7.25,0.42
2011.0,SK Trivedi,307,224,13,12,8.22,1.08
2011.0,SK Warne,298,286,14,12,6.25,1.17
2011.0,SL Malinga,393,397,30,16,5.94,1.88
2011.0,SR Watson,248,226,8,10,6.58,0.8
2011.0,STR Binny,44,25,0,3,10.56,0.0
2011.0,SW Tait,137,102,6,4,8.06,1.5
2011.0,Shakib Al Hasan,177,158,11,7,6.72,1.57
2011.0,TG Southee,167,119,4,5,8.42,0.8
2011.0,TL Suman,50,36,0,3,8.33,0.0
2011.0,TM Dilshan,108,74,1,6,8.76,0.17
2011.0,UT Yadav,172,113,3,6,9.13,0.5
2011.0,V Kohli,140,106,2,10,7.92,0.2
2011.0,VR Aaron,83,77,2,3,6.47,0.67
2011.0,VS Malik,14,12,0,1,7.0,0.0
2011.0,WD Parnell,222,184,10,8,7.24,1.25
2011.0,Y Gnaneswara Rao,7,6,0,1,7.0,0.0
2011.0,Y Nagar,67,34,1,5,11.82,0.2
2011.0,Y Venugopal Rao,26,12,0,2,13.0,0.0
2011.0,YK Pathan,244,241,13,14,6.07,0.93
2011.0,Yuvraj Singh,185,168,9,12,6.61,0.75
2011.0,Z Khan,465,373,15,15,7.48,1.0
2012.0,A Ashish Reddy,238,169,11,9,8.45,1.22
2012.0,A Chandila,87,84,5,4,6.21,1.25
2012.0,A Mishra,381,289,13,14,7.91,0.93
2012.0,A Mithun,34,19,0,1,10.74,0.0
2012.0,A Nehra,411,291,12,13,8.47,0.92
2012.0,A Singh,317,204,12,9,9.32,1.33
2012.0,AA Chavan,245,169,7,8,8.7,0.88
2012.0,AA Jhunjhunwala,39,36,1,3,6.5,0.33
2012.0,AB Agarkar,134,90,4,4,8.93,1.0
2012.0,AB Dinda,171,154,10,7,6.66,1.43
2012.0,AB McDonald,63,61,5,3,6.2,1.67
2012.0,AC Thomas,116,87,5,4,8.0,1.25
2012.0,AD Mascarenhas,110,97,7,4,6.8,1.75
2012.0,AD Mathews,195,158,7,9,7.41,0.78
2012.0,AD Russell,162,98,1,4,9.92,0.25
2012.0,AG Murtaza,11,12,0,1,5.5,0.0
2012.0,AL Menaria,23,20,1,3,6.9,0.33
2012.0,AM Nayar,16,6,0,1,16.0,0.0
2012.0,AN Ahmed,17,13,0,1,7.85,0.0
2012.0,AUK Pathan,14,6,0,1,14.0,0.0
2012.0,Anand Rajan,113,76,3,4,8.92,0.75
2012.0,Ankit Sharma,167,147,4,9,6.82,0.44
2012.0,Azhar Mahmood,331,265,14,11,7.49,1.27
2012.0,B Kumar,293,240,9,11,7.33,0.82
2012.0,B Lee,303,234,7,10,7.77,0.7
2012.0,BA Bhatt,143,100,3,5,8.58,0.6
2012.0,BJ Hodge,22,12,1,2,11.0,0.5
