season,bowler,runs_conceded,balls_bowled,wickets,matches,economy,wickets_per_match
2022.0,DJ Hooda,43,24,1,2,10.75,0.5
2022.0,DJ Mitchell,27,13,0,2,12.46,0.0
2022.0,DJ Willey,75,66,1,4,6.82,0.25
2022.0,DR Sams,375,274,14,11,8.21,1.27
2022.0,FA Allen,46,24,1,1,11.5,1.0
2022.0,Fazalhaq Farooqi,110,76,2,3,8.68,0.67
2022.0,GJ Maxwell,166,146,8,10,6.82,0.8
2022.0,HH Pandya,226,189,8,10,7.17,0.8
2022.0,HR Shokeen,130,94,2,5,8.3,0.4
2022.0,HV Patel,421,338,21,15,7.47,1.4
2022.0,Harpreet Brar,148,100,4,5,8.88,0.8
2022.0,Harshit Rana,52,31,1,2,10.06,0.5
2022.0,J Suchith,141,115,7,5,7.36,1.4
2022.0,JD Unadkat,191,123,7,5,9.32,1.4
2022.0,JDS Neesham,29,18,0,1,9.67,0.0
2022.0,JJ Bumrah,392,327,16,14,7.19,1.14
2022.0,JO Holder,399,266,16,12,9.0,1.33
2022.0,JR Hazlewood,380,289,21,12,7.89,1.75
2022.0,K Gowtham,101,72,5,4,8.42,1.25
2022.0,K Kartikeya,103,78,5,4,7.92,1.25
2022.0,K Rabada,414,303,23,13,8.2,1.77
2022.0,KA Pollard,130,87,4,6,8.97,0.67
2022.0,KH Pandya,269,232,11,12,6.96,0.92
2022.0,KK Ahmed,315,242,16,10,7.81,1.6
2022.0,KL Nagarkoti,29,13,0,1,13.38,0.0
2022.0,KR Sen,240,157,8,7,9.17,1.14
2022.0,Kartik Tyagi,79,54,1,2,8.78,0.5
2022.0,Kuldeep Yadav,420,306,21,14,8.24,1.5
2022.0,LH Ferguson,433,298,16,13,8.72,1.23
2022.0,LS Livingstone,202,144,6,12,8.42,0.5
2022.0,Lalit Yadav,152,110,4,8,8.29,0.5
2022.0,M Ashwin,233,179,9,8,7.81,1.12
2022.0,M Jansen,278,201,7,8,8.3,0.88
2022.0,M Markande,61,42,1,2,8.71,0.5
2022.0,M Pathirana,56,48,2,2,7.0,1.0
2022.0,M Prasidh Krishna,564,432,21,17,7.83,1.24
2022.0,M Theekshana,267,212,12,9,7.56,1.33
2022.0,MJ Santner,135,114,4,6,7.11,0.67
2022.0,MK Lomror,18,12,0,2,9.0,0.0
2022.0,MM Ali,159,146,8,10,6.53,0.8
2022.0,MP Stoinis,79,44,4,5,10.77,0.8
2022.0,MR Marsh,102,76,4,4,8.05,1.0
2022.0,Mohammed Shami,491,378,21,16,7.79,1.31
2022.0,Mohammed Siraj,525,325,9,15,9.69,0.6
2022.0,Mohsin Khan,202,206,14,9,5.88,1.56
2022.0,Mukesh Choudhary,425,291,16,13,8.76,1.23
2022.0,Mustafizur Rahman,248,199,9,8,7.48,1.12
2022.0,N Rana,23,12,0,2,11.5,0.0
2022.0,NM Coulter-Nile,49,20,0,1,14.7,0.0
2022.0,NT Ellis,57,40,4,2,8.55,2.0
2022.0,Navdeep Saini,73,39,3,2,11.23,1.5
2022.0,OC McCoy,242,173,11,7,8.39,1.57
2022.0,OF Smith,179,95,7,6,11.31,1.17
2022.0,PH Solanki,39,36,2,2,6.5,1.0
2022.0,PJ Cummins,219,127,8,5,10.35,1.6
2022.0,PJ Sangwan,66,56,3,3,7.07,1.0
2022.0,PVD Chameera,393,278,11,12,8.48,0.92
2022.0,PWH de Silva,439,346,27,16,7.61,1.69
2022.0,R Ashwin,506,419,13,17,7.25,0.76
2022.0,R Dhawan,164,119,6,6,8.27,1.0
2022.0,R Parag,59,26,1,4,13.62,0.25
2022.0,R Powell,17,7,0,1,14.57,0.0
2022.0,R Sai Kishore,122,98,6,5,7.47,1.2
2022.0,R Sanjay Yadav,23,14,0,1,9.86,0.0
2022.0,R Shepherd,98,57,4,3,10.32,1.33
2022.0,R Tewatia,76,36,1,5,12.67,0.2
2022.0,RA Jadeja,252,203,6,10,7.45,0.6
2022.0,RD Chahar,365,290,14,13,7.55,1.08
2022.0,RP Meredith,241,181,10,8,7.99,1.25
2022.0,Ramandeep Singh,55,41,6,3,8.05,2.0
2022.0,Rashid Khan,428,386,20,16,6.65,1.25
2022.0,Rasikh Salam,28,24,0,2,7.0,0.0
2022.0,Ravi Bishnoi,462,340,14,14,8.15,1.0
2022.0,S Dube,40,14,0,2,17.14,0.0
2022.0,S Gopal,34,18,1,1,11.33,1.0
2022.0,S Kaul,43,24,0,1,10.75,0.0
2022.0,SA Abbott,47,27,1,1,10.44,1.0
2022.0,SN Thakur,485,315,16,14,9.24,1.14
2022.0,SP Narine,319,342,10,14,5.6,0.71
2022.0,SS Iyer,7,6,0,1,7.0,0.0
2022.0,Sandeep Sharma,156,126,3,5,7.43,0.6
2022.0,Shahbaz Ahmed,341,220,4,14,9.3,0.29
2022.0,Shashank Singh,20,13,0,2,9.23,0.0
2022.0,Shivam Mavi,229,142,5,6,9.68,0.83
2022.0,Simarjeet Singh,143,113,4,6,7.59,0.67
2022.0,T Natarajan,410,272,20,11,9.04,1.82
2022.0,TA Boult,501,387,18,16,7.77,1.12
2022.0,TG Southee,284,220,16,9,7.75,1.78
2022.0,TS Mills,192,107,6,5,10.77,1.2
2022.0,TU Deshpande,67,43,1,2,9.35,0.5
2022.0,Tilak Varma,13,12,0,2,6.5,0.0
2022.0,UT Yadav,354,297,16,12,7.15,1.33
2022.0,Umran Malik,455,313,23,14,8.72,1.64
2022.0,V Shankar,15,10,1,2,9.0,0.5
2022.0,VG Arora,165,110,4,5,9.0,0.8
2022.0,VR Aaron,53,33,2,2,9.64,1.0
2022.0,VR Iyer,46,24,0,4,11.5,0.0
2022.0,Washington Sundar,239,170,6,8,8.44,0.75
2022.0,YBK Jaiswal,6,1,0,1,36.0,0.0
2022.0,YS Chahal,536,429,29,17,7.5,1.71
2022.0,Yash Dayal,296,205,13,9,8.66,1.44
2023.0,A Badoni,0,1,0,1,0.0,0.0
2023.0,A Mishra,151,115,7,7,7.88,1.0
2023.0,A Nortje,370,251,11,10,8.84,1.1
2023.0,A Zampa,189,133,9,6,8.53,1.5
2023.0,AD Russell,173,99,7,9,10.48,0.78
2023.0,AJ Hosein,41,24,1,1,10.25,1.0
2023.0,AK Markram,71,49,1,6,8.69,0.17
2023.0,AR Patel,344,288,11,13,7.17,0.85
2023.0,AS Joseph,226,150,7,7,9.04,1.0
2023.0,AS Roy,65,51,3,3,7.65,1.0
2023.0,AU Rashid,56,42,2,2,8.0,1.0
2023.0,Abhishek Sharma,127,75,2,5,10.16,0.4
2023.0,Akash Deep,63,33,1,2,11.45,0.5
2023.0,Akash Madhwal,222,160,16,8,8.32,2.0
2023.0,Akash Singh,188,117,5,6,9.64,0.83
2023.0,Arjun Tendulkar,95,68,4,4,8.38,1.0
2023.0,Arshad Khan,192,97,5,6,11.88,0.83
2023.0,Arshdeep Singh,497,324,18,14,9.2,1.29
2023.0,Avesh Khan,287,176,8,9,9.78,0.89
2023.0,B Kumar,432,319,19,14,8.13,1.36
2023.0,BA Stokes,18,6,0,1,18.0,0.0
2023.0,C Green,370,239,8,16,9.29,0.5
2023.0,C Sakariya,89,55,3,2,9.71,1.5
2023.0,CJ Jordan,241,140,3,6,10.33,0.5
2023.0,CV Varun,445,323,20,14,8.27,1.43
2023.0,D Jansen,53,28,1,1,11.36,1.0
2023.0,D Pretorius,29,28,0,1,6.21,0.0
2023.0,D Wiese,38,18,0,1,12.67,0.0
2023.0,DG Nalkande,45,25,1,1,10.8,1.0
2023.0,DJ Hooda,8,6,0,1,8.0,0.0
2023.0,DJ Willey,106,94,4,4,6.77,1.0
2023.0,DL Chahar,261,191,13,9,8.2,1.44
2023.0,Fazalhaq Farooqi,119,86,4,4,8.3,1.0
2023.0,GD Phillips,20,18,1,2,6.67,0.5
2023.0,GJ Maxwell,95,64,3,7,8.91,0.43
2023.0,Gurnoor Brar,42,21,0,1,12.0,0.0
2023.0,H Sharma,33,18,0,1,11.0,0.0
2023.0,HH Pandya,241,156,4,11,9.27,0.36
2023.0,HR Shokeen,190,119,3,8,9.58,0.38
2023.0,HV Patel,468,302,15,13,9.3,1.15
2023.0,Harpreet Brar,219,166,9,11,7.92,0.82
2023.0,Harshit Rana,153,108,6,6,8.5,1.0
2023.0,I Sharma,210,157,10,8,8.03,1.25
2023.0,J Little,296,211,9,10,8.42,0.9
2023.0,J Yadav,26,24,0,1,6.5,0.0
2023.0,JC Archer,202,129,2,5,9.4,0.4
2023.0,JD Unadkat,92,52,1,3,10.62,0.33
2023.0,JE Root,15,12,0,1,7.5,0.0
2023.0,JO Holder,290,176,4,8,9.89,0.5
2023.0,JP Behrendorff,395,262,17,12,9.05,1.42
2023.0,JR Hazlewood,76,57,3,3,8.0,1.0
2023.0,K Gowtham,118,100,3,6,7.08,0.5
2023.0,K Kartikeya,231,163,5,8,8.5,0.62
2023.0,K Khejroliya,64,28,2,2,13.71,1.0
2023.0,K Rabada,243,147,7,6,9.92,1.17
2023.0,K Yadav,68,42,2,2,9.71,1.0
2023.0,KH Pandya,320,253,9,12,7.59,0.75
2023.0,KK Ahmed,309,212,10,9,8.75,1.11
2023.0,KM Asif,139,91,3,4,9.16,0.75
2023.0,KR Mayers,59,46,0,6,7.7,0.0
2023.0,KR Sen,29,19,0,2,9.16,0.0
2023.0,KV Sharma,229,132,11,7,10.41,1.57
2023.0,Kartik Tyagi,92,44,1,3,12.55,0.33
2023.0,Kuldeep Yadav,366,300,10,14,7.32,0.71
2023.0,LH Ferguson,98,50,1,3,11.76,0.33
2023.0,LS Livingstone,94,42,2,5,13.43,0.4
2023.0,Lalit Yadav,120,82,3,4,8.78,0.75
2023.0,M Ashwin,53,25,0,2,12.72,0.0
2023.0,M Jansen,273,178,10,8,9.2,1.25
2023.0,M Markande,300,230,12,10,7.83,1.2
2023.0,M Pathirana,364,288,21,11,7.58,1.91
2023.0,M Theekshana,364,274,9,12,7.97,0.75
2023.0,MA Wood,142,102,11,4,8.35,2.75
2023.0,MG Bracewell,95,66,6,5,8.64,1.2
2023.0,MJ Santner,82,72,3,3,6.83,1.0
2023.0,MK Lomror,17,12,1,2,8.5,0.5
2023.0,MM Ali,185,133,7,10,8.35,0.7
2023.0,MM Sharma,362,268,31,14,8.1,2.21
2023.0,MP Stoinis,101,69,5,5,8.78,1.0
2023.0,MR Marsh,172,132,12,8,7.82,1.5
2023.0,MW Short,25,25,0,3,6.0,0.0
2023.0,Mayank Dagar,83,66,1,3,7.55,0.33
2023.0,Mohammed Shami,532,403,28,17,7.92,1.65
2023.0,Mohammed Siraj,395,329,20,14,7.2,1.43
2023.0,Mohit Rathee,29,12,0,1,14.5,0.0
2023.0,Mohsin Khan,111,64,3,4,10.41,0.75
2023.0,Mukesh Kumar,328,197,9,10,9.99,0.9
2023.0,Mustafizur Rahman,79,42,1,2,11.29,0.5
2023.0,N Rana,75,54,3,6,8.33,0.5
2023.0,NA Saini,35,15,0,1,14.0,0.0
2023.0,NT Ellis,342,233,13,10,8.81,1.3
2023.0,Navdeep Saini,40,25,3,1,9.6,3.0
2023.0,Naveen-ul-Haq,227,175,11,7,7.78,1.57
2023.0,Nithish Kumar Reddy,54,31,0,2,10.45,0.0
2023.0,Noor Ahmad,375,299,16,13,7.53,1.23
2023.0,OC McCoy,13,7,0,1,11.14,0.0
2023.0,P Dubey,19,19,1,1,6.0,1.0
2023.0,PP Chawla,499,371,23,16,8.07,1.44
2023.0,PWH de Silva,259,175,9,8,8.88,1.12
2023.0,R Ashwin,370,309,15,13,7.18,1.15
2023.0,R Dhawan,64,42,1,4,9.14,0.25
2023.0,R Goyal,34,24,0,1,8.5,0.0
2023.0,R Powell,18,14,1,1,7.71,1.0
2023.0,R Tewatia,15,14,0,2,6.43,0.0
2023.0,RA Jadeja,421,330,19,15,7.65,1.27
2023.0,RD Chahar,388,301,8,14,7.73,0.57
2023.0,RJW Topley,14,12,1,1,7.0,1.0
2023.0,RP Meredith,209,126,7,5,9.95,1.4
2023.0,RS Hangargekar,60,43,3,2,8.37,1.5
2023.0,Rashid Khan,557,407,28,17,8.21,1.65
2023.0,Ravi Bishnoi,394,312,17,14,7.58,1.21
2023.0,SM Curran,497,299,11,14,9.97,0.79
2023.0,SN Thakur,222,132,7,9,10.09,0.78
2023.0,SP Narine,389,296,11,14,7.89,0.79
2023.0,SSB Magala,52,37,1,2,8.43,0.5
2023.0,Sandeep Sharma,398,290,15,12,8.23,1.25
2023.0,Shahbaz Ahmed,95,42,1,5,13.57,0.2
2023.0,Sikandar Raza,124,76,3,6,9.79,0.5
2023.0,Suyash Sharma,330,239,11,11,8.28,1.0
2023.0,Swapnil Singh,18,12,0,2,9.0,0.0
2023.0,T Natarajan,416,276,13,12,9.04,1.08
2023.0,T Stubbs,14,12,1,1,7.0,1.0
2023.0,TA Boult,316,235,13,10,8.07,1.3
2023.0,TG Southee,79,36,2,2,13.17,1.0
2023.0,TU Deshpande,579,362,24,15,9.6,1.6
2023.0,Tilak Varma,7,7,0,1,6.0,0.0
2023.0,UT Yadav,190,116,1,8,9.83,0.12
2023.0,Umran Malik,219,124,6,8,10.6,0.75
2023.0,VG Arora,149,107,5,5,8.36,1.0
2023.0,Vijaykumar Vyshak,253,153,11,7,9.92,1.57
2023.0,Vivrant Sharma,37,21,0,2,10.57,0.0
2023.0,WD Parnell,237,157,9,7,9.06,1.29
2023.0,Washington Sundar,146,106,3,7,8.26,0.43
2023.0,YS Chahal,434,326,22,14,7.99,1.57
2023.0,Yash Dayal,165,88,2,5,11.25,0.4
2023.0,Yash Thakur,297,207,15,9,8.61,1.67
2023.0,Yudhvir Singh,73,50,3,3,8.76,1.0
2024.0,A Badoni,25,12,0,2,12.5,0.0
2024.0,A Kamboj,115,68,2,3,10.15,0.67
2024.0,A Mishra,20,12,1,1,10.0,1.0
2024.0,A Nortje,298,140,7,6,12.77,1.17
2024.0,AD Russell,304,188,19,14,9.7,1.36
2024.0,AK Markram,15,13,0,2,6.92,0.0
2024.0,AR Patel,340,265,11,14,7.7,0.79
2024.0,AS Joseph,123,64,1,3,11.53,0.33
2024.0,AS Roy,60,34,1,3,10.59,0.33
2024.0,Abhishek Sharma,51,42,2,4,7.29,0.5
2024.0,Akash Deep,55,23,1,1,14.35,1.0
2024.0,Akash Madhwal,209,119,6,5,10.54,1.2
2024.0,Arjun Tendulkar,22,15,0,1,8.8,0.0
2024.0,Arshad Khan,90,56,1,3,9.64,0.33
2024.0,Arshad Khan (2),25,13,0,1,11.54,0.0
2024.0,Arshdeep Singh,514,326,20,14,9.46,1.43
2024.0,Atharva Taide,4,1,0,1,24.0,0.0
2024.0,Avesh Khan,533,346,22,15,9.24,1.47
2024.0,Azmatullah Omarzai,194,131,4,7,8.89,0.57
2024.0,B Kumar,555,357,11,16,9.33,0.69
2024.0,C Green,305,223,12,13,8.21,0.92
2024.0,CV Varun,411,309,21,14,7.98,1.5
2024.0,DG Nalkande,46,31,3,3,8.9,1.0
2024.0,DJ Hooda,22,19,0,2,6.95,0.0
2024.0,DJ Mitchell,70,38,1,2,11.05,0.5
2024.0,DL Chahar,202,146,5,8,8.3,0.62
2024.0,G Coetzee,357,216,13,10,9.92,1.3
2024.0,GJ Maxwell,129,98,7,6,7.9,1.17
2024.0,Gulbadin Naib,12,6,0,1,12.0,0.0
2024.0,H Sharma,29,12,0,1,14.5,0.0
2024.0,HH Pandya,389,226,13,12,10.33,1.08
2024.0,HV Patel,485,317,30,14,9.18,2.14
2024.0,Harpreet Brar,309,230,7,13,8.06,0.54
2024.0,Harshit Rana,385,264,20,11,8.75,1.82
2024.0,I Sharma,266,182,12,9,8.77,1.33
2024.0,J Little,45,25,4,1,10.8,4.0
2024.0,JA Richardson,40,25,0,1,9.6,0.0
2024.0,JD Unadkat,321,200,9,11,9.63,0.82
2024.0,JJ Bumrah,341,328,21,13,6.24,1.62
2024.0,K Gowtham,30,13,0,1,13.85,0.0
2024.0,K Rabada,386,262,11,11,8.84,1.0
2024.0,KA Maharaj,39,36,2,2,6.5,1.0
2024.0,KH Pandya,258,205,6,12,7.55,0.5
2024.0,KK Ahmed,493,324,17,14,9.13,1.21
2024.0,KR Sen,127,79,6,3,9.65,2.0
2024.0,KT Maphaka,90,39,1,2,13.85,0.5
2024.0,KV Sharma,256,149,7,9,10.31,0.78
2024.0,Kartik Tyagi,52,26,0,1,12.0,0.0
2024.0,Kuldeep Yadav,376,267,16,11,8.45,1.45
2024.0,L Wood,94,38,1,2,14.84,0.5
2024.0,LB Williams,74,42,1,2,10.57,0.5
2024.0,LH Ferguson,260,147,10,7,10.61,1.43
2024.0,LS Livingstone,86,75,3,4,6.88,0.75
2024.0,Lalit Yadav,57,18,0,2,19.0,0.0
2024.0,M Jansen,134,68,2,3,11.82,0.67
2024.0,M Markande,259,142,8,7,10.94,1.14
2024.0,M Pathirana,175,145,13,6,7.24,2.17
2024.0,M Shahrukh Khan,16,12,0,2,8.0,0.0
2024.0,M Siddharth,72,58,1,3,7.45,0.33
2024.0,M Theekshana,146,121,2,5,7.24,0.4
2024.0,MA Starc,450,267,20,13,10.11,1.54
2024.0,MJ Henry,112,74,1,4,9.08,0.25
2024.0,MJ Santner,64,54,3,3,7.11,1.0
2024.0,MJ Suthar,26,12,0,1,13.0,0.0
2024.0,MK Lomror,18,9,0,1,12.0,0.0
2024.0,MM Ali,71,49,2,4,8.69,0.5
2024.0,MM Sharma,428,245,16,11,10.48,1.45
2024.0,MP Stoinis,127,87,5,7,8.76,0.71
2024.0,MP Yadav,88,76,8,4,6.95,2.0
2024.0,MR Marsh,103,54,1,3,11.44,0.33
2024.0,Mayank Dagar,122,72,1,5,10.17,0.2
2024.0,Mohammad Nabi,110,74,2,6,8.92,0.33
2024.0,Mohammed Siraj,507,350,15,14,8.69,1.07
2024.0,Mohsin Khan,385,237,10,10,9.75,1.0
2024.0,Mukesh Choudhary,27,7,0,1,23.14,0.0
2024.0,Mukesh Kumar,379,223,22,10,10.2,2.2
2024.0,Mustafizur Rahman,324,225,14,9,8.64,1.56
2024.0,N Burger,152,105,7,5,8.69,1.4
2024.0,N Thushara,259,172,8,7,9.03,1.14
2024.0,N Wadhera,13,12,0,1,6.5,0.0
2024.0,NT Ellis,24,24,1,1,6.0,1.0
2024.0,Naman Dhir,55,29,0,3,11.38,0.0
2024.0,Naveen-ul-Haq,375,232,15,10,9.7,1.5
2024.0,Nithish Kumar Reddy,154,87,4,7,10.62,0.57
2024.0,Noor Ahmad,297,214,8,10,8.33,0.8
2024.0,PJ Cummins,571,375,18,16,9.14,1.12
2024.0,PP Chawla,312,215,13,11,8.71,1.18
2024.0,PVD Chameera,49,19,0,1,15.47,0.0
2024.0,R Ashwin,469,346,9,14,8.13,0.64
2024.0,R Dhawan,39,19,0,1,12.32,0.0
2024.0,R Parag,27,19,0,2,8.53,0.0
2024.0,R Ravindra,7,12,0,2,3.5,0.0
2024.0,R Sai Kishore,137,93,7,5,8.84,1.4
2024.0,R Shepherd,162,76,2,5,12.79,0.4
2024.0,RA Jadeja,371,285,8,14,7.81,0.57
2024.0,RD Chahar,280,189,10,9,8.89,1.11
2024.0,RJ Gleeson,72,51,1,2,8.47,0.5
2024.0,RJW Topley,168,95,4,4,10.61,1.0
2024.0,Ramandeep Singh,9,4,0,1,13.5,0.0
2024.0,Rashid Khan,372,262,10,12,8.52,0.83
2024.0,Rasikh Salam,271,156,9,8,10.42,1.12
2024.0,Ravi Bishnoi,384,270,10,14,8.53,0.71
2024.0,S Dube,14,6,1,1,14.0,1.0
2024.0,S Gopal,67,42,3,3,9.57,1.0
2024.0,S Joseph,51,30,0,1,10.2,0.0
2024.0,S Sandeep Warrier,122,70,6,5,10.46,1.2
2024.0,SH Johnson,155,99,4,5,9.39,0.8
2024.0,SM Curran,422,254,16,13,9.97,1.23
2024.0,SN Thakur,315,197,5,9,9.59,0.56
2024.0,SP Narine,376,334,18,14,6.75,1.29
2024.0,SZ Mulani,57,33,0,2,10.36,0.0
2024.0,Sandeep Sharma,314,236,15,10,7.98,1.5
2024.0,Shahbaz Ahmed,277,166,7,15,10.01,0.47
2024.0,Shashank Singh,5,6,1,1,5.0,1.0
2024.0,Sikandar Raza,22,12,0,1,11.0,0.0
2024.0,Simarjeet Singh,122,80,6,4,9.15,1.5
2024.0,Sumit Kumar,38,22,0,2,10.36,0.0
2024.0,Suyash Sharma,51,25,0,2,12.24,0.0
2024.0,Swapnil Singh,133,92,6,7,8.67,0.86
2024.0,T Natarajan,469,332,20,14,8.48,1.43
2024.0,T Stubbs,15,13,3,2,6.92,1.5
2024.0,TA Boult,448,333,16,15,8.07,1.07
2024.0,TM Head,32,10,0,1,19.2,0.0
2024.0,TU Deshpande,435,310,18,13,8.42,1.38
2024.0,Tilak Varma,8,4,0,1,12.0,0.0
2024.0,UT Yadav,211,129,9,7,9.81,1.29
2024.0,Umran Malik,15,7,0,1,12.86,0.0
2024.0,V Kaverappa,36,24,2,1,9.0,2.0
2024.0,V Viyaskanth,90,60,1,3,9.0,0.33
2024.0,VG Arora,284,201,11,10,8.48,1.1
2024.0,VR Iyer,28,6,0,1,28.0,0.0
2024.0,Vijaykumar Vyshak,143,90,6,4,9.53,1.5
2024.0,WG Jacks,100,55,2,5,10.91,0.4
2024.0,Washington Sundar,73,30,1,2,14.6,0.5
2024.0,YS Chahal,548,362,19,15,9.08,1.27
2024.0,Yash Dayal,472,322,16,14,8.8,1.14
2024.0,Yash Thakur,405,225,12,10,10.8,1.2
2024.0,Yudhvir Singh,52,24,1,2,13.0,0.5
2025.0,A Badoni,13,10,2,2,7.8,1.0
2025.0,A Kamboj,173,130,8,8,7.98,1.0
2025.0,A Nortje,87,45,1,2,11.6,0.5
2025.0,A Zampa,94,50,2,2,11.28,1.0
2025.0,AD Russell,218,114,8,9,11.47,0.89
2025.0,AK Markram,102,68,4,5,9.0,0.8
2025.0,AR Patel,314,219,6,12,8.6,0.5
2025.0,AS Roy,27,25,2,1,6.48,2.0
2025.0,Abdul Samad,6,2,0,1,18.0,0.0
2025.0,Abhishek Sharma,113,67,0,6,10.12,0.0
2025.0,Akash Deep,230,127,3,6,10.87,0.5
2025.0,Akash Madhwal,167,97,4,4,10.33,1.0
2025.0,Akash Singh,99,67,4,3,8.87,1.33
2025.0,Arshad Khan,220,136,6,9,9.71,0.67
2025.0,Arshdeep Singh,527,367,22,16,8.62,1.38
2025.0,Ashwani Kumar,234,132,11,7,10.64,1.57
2025.0,Avesh Khan,487,294,13,13,9.94,1.0
2025.0,Azmatullah Omarzai,282,169,8,8,10.01,1.0
2025.0,B Kumar,490,318,18,14,9.25,1.29
2025.0,C Bosch,56,45,1,2,7.47,0.5
2025.0,C Sakariya,39,19,0,1,12.32,0.0
2025.0,CV Varun,390,308,17,13,7.6,1.31
2025.0,DJ Hooda,15,7,0,1,12.86,0.0
2025.0,DL Chahar,378,263,12,14,8.62,0.86
2025.0,DS Rathi,435,321,14,13,8.13,1.08
2025.0,E Malinga,244,165,14,7,8.87,2.0
2025.0,Fazalhaq Farooqi,211,104,0,5,12.17,0.0
2025.0,G Coetzee,133,76,2,4,10.5,0.5
2025.0,GJ Maxwell,111,82,4,6,8.12,0.67
2025.0,HH Pandya,345,229,14,14,9.04,1.0
2025.0,HV Patel,434,286,17,13,9.1,1.31
2025.0,Harpreet Brar,190,134,10,7,8.51,1.43
2025.0,Harsh Dubey,98,61,5,3,9.64,1.67
2025.0,Harshit Rana,457,276,15,13,9.93,1.15
2025.0,I Sharma,210,117,4,7,10.77,0.57
2025.0,Ishan Kishan,4,1,0,1,24.0,0.0
2025.0,J Overton,84,41,0,3,12.29,0.0
2025.0,JC Archer,445,292,12,12,9.14,1.0
2025.0,JD Unadkat,177,146,12,7,7.27,1.71
2025.0,JJ Bumrah,322,289,21,12,6.69,1.75
2025.0,JR Hazlewood,389,270,22,12,8.64,1.83
2025.0,K Kartikeya,78,49,2,4,9.55,0.5
2025.0,K Khejroliya,29,19,1,1,9.16,1.0
2025.0,K Rabada,164,88,2,4,11.18,0.5
2025.0,KA Jamieson,147,94,5,4,9.38,1.25
2025.0,KH Pandya,380,283,17,15,8.06,1.13
2025.0,KK Ahmed,454,290,16,14,9.39,1.14
2025.0,KT Maphaka,58,32,1,2,10.88,0.5
2025.0,KV Sharma,133,91,7,5,8.77,1.4
2025.0,Karim Janat,30,6,0,1,30.0,0.0
2025.0,Kuldeep Yadav,392,324,16,14,7.26,1.14
2025.0,L Ngidi,81,48,4,2,10.12,2.0
2025.0,LH Ferguson,107,76,6,4,8.45,1.5
2025.0,LS Livingstone,76,54,2,5,8.44,0.4
2025.0,M Jansen,448,300,16,14,8.96,1.14
2025.0,M Pathirana,430,284,15,12,9.08,1.25
2025.0,M Prasidh Krishna,506,364,26,15,8.34,1.73
2025.0,M Shahrukh Khan,13,6,1,1,13.0,1.0
2025.0,M Siddharth,68,43,2,2,9.49,1.0
2025.0,M Theekshana,412,271,11,11,9.12,1.0
2025.0,M Tiwari,14,6,0,1,14.0,0.0
2025.0,MA Starc,413,245,19,11,10.11,1.73
2025.0,MJ Santner,316,247,10,13,7.68,0.77
2025.0,MM Ali,136,99,6,5,8.24,1.2
2025.0,MM Sharma,259,163,2,8,9.53,0.25
2025.0,MP Stoinis,177,91,1,9,11.67,0.11
2025.0,MP Yadav,100,53,2,2,11.32,1.0
2025.0,Mohammed Shami,348,187,6,9,11.17,0.67
2025.0,Mohammed Siraj,540,367,16,15,8.83,1.07
2025.0,Mujeeb Ur Rahman,28,13,1,1,12.92,1.0
2025.0,Mukesh Choudhary,71,36,1,2,11.83,0.5
2025.0,Mukesh Kumar,411,255,14,12,9.67,1.17
2025.0,Musheer Khan,27,12,1,1,13.5,1.0
2025.0,Mustafizur Rahman,87,66,4,3,7.91,1.33
2025.0,N Rana,18,12,0,2,9.0,0.0
2025.0,N Thushara,30,26,1,1,6.92,1.0
2025.0,N Wadhera,9,5,0,1,10.8,0.0
2025.0,NT Ellis,39,25,1,1,9.36,1.0
2025.0,Naman Dhir,21,24,1,2,5.25,0.5
2025.0,Nithish Kumar Reddy,47,34,4,3,8.29,1.33
2025.0,Noor Ahmad,416,314,24,14,7.95,1.71
2025.0,P Dubey,21,12,1,1,10.5,1.0
2025.0,PHKD Mendis,60,42,2,4,8.57,0.5
2025.0,PJ Cummins,460,312,16,14,8.85,1.14
2025.0,PVD Chameera,198,111,4,6,10.7,0.67
2025.0,PVSN Raju,54,29,2,2,11.17,1.0
2025.0,PWA Mulder,16,6,0,1,16.0,0.0
2025.0,PWH de Silva,376,251,11,11,8.99,1.0
2025.0,Prince Yadav,226,144,5,6,9.42,0.83
2025.0,R Ashwin,286,189,7,9,9.08,0.78
2025.0,R Parag,171,128,4,9,8.02,0.44
2025.0,R Sai Kishore,396,262,19,15,9.07,1.27
2025.0,R Shepherd,156,90,6,7,10.4,0.86
2025.0,RA Jadeja,325,232,10,14,8.41,0.71
2025.0,RD Chahar,9,6,0,1,9.0,0.0
2025.0,RJ Gleeson,39,22,1,1,10.64,1.0
2025.0,RJW Topley,40,18,0,1,13.33,0.0
2025.0,Rashid Khan,523,336,9,15,9.34,0.6
2025.0,Rasikh Salam,71,38,1,2,11.21,0.5
2025.0,Ravi Bishnoi,402,233,9,11,10.35,0.82
2025.0,S Dube,33,13,0,1,15.23,0.0
2025.0,SH Johnson,134,73,1,4,11.01,0.25
2025.0,SM Curran,135,74,1,5,10.95,0.2
2025.0,SN Thakur,376,226,15,10,9.98,1.5
2025.0,SP Narine,357,275,12,12,7.79,1.0
2025.0,Sandeep Sharma,376,243,10,10,9.28,1.0
2025.0,Shahbaz Ahmed,103,56,1,3,11.04,0.33
2025.0,Shashank Singh,27,12,0,1,13.5,0.0
2025.0,Simarjeet Singh,146,63,2,4,13.9,0.5
