season,team,player,matches_played,batter,avg_runs_per_match,strike_rate
2011.0,Delhi Daredevils,TR Birt,5,TR Birt,15.0,127.12
2011.0,Delhi Daredevils,V Sehwag,11,V Sehwag,38.55,171.66
2011.0,Delhi Daredevils,Y Nagar,10,Y Nagar,11.1,102.78
2011.0,Delhi Daredevils,Y Venugopal Rao,13,Y Venugopal Rao,25.85,115.46
2011.0,Kings XI Punjab,AC Gilchrist,14,AC Gilchrist,27.36,123.95
2011.0,Kings XI Punjab,AM Nayar,9,AM Nayar,6.78,91.04
2011.0,Kings XI Punjab,Bipul Sharma,3,Bipul Sharma,7.67,127.78
2011.0,Kings XI Punjab,DJ Hussey,8,DJ Hussey,8.0,98.46
2011.0,Kings XI Punjab,KD Karthik,13,KD Karthik,21.69,125.33
2011.0,Kings XI Punjab,Mandeep Singh,5,Mandeep Singh,9.4,111.9
2011.0,Kings XI Punjab,P Kumar,7,P Kumar,3.86,81.82
2011.0,Kings XI Punjab,PC Valthaty,14,PC Valthaty,33.07,131.91
2011.0,Kings XI Punjab,PP Chawla,6,PP Chawla,8.0,87.27
2011.0,Kings XI Punjab,R McLaren,4,R McLaren,22.5,89.11
2011.0,Kings XI Punjab,RJ Harris,7,RJ Harris,4.43,79.49
2011.0,Kings XI Punjab,SE Marsh,13,SE Marsh,38.77,144.41
2011.0,Kings XI Punjab,Sunny Singh,5,Sunny Singh,8.6,138.71
2011.0,Kochi Tuskers Kerala,BB McCullum,13,BB McCullum,27.46,122.26
2011.0,Kochi Tuskers Kerala,BJ Hodge,14,BJ Hodge,20.36,116.33
2011.0,Kochi Tuskers Kerala,DPMD Jayawardene,13,DPMD Jayawardene,23.0,109.93
2011.0,Kochi Tuskers Kerala,KM Jadhav,4,KM Jadhav,4.5,78.26
2011.0,Kochi Tuskers Kerala,M Klinger,4,M Klinger,18.25,93.59
2011.0,Kochi Tuskers Kerala,PA Patel,13,PA Patel,15.54,106.88
2011.0,Kochi Tuskers Kerala,R Vinay Kumar,7,R Vinay Kumar,7.14,104.17
2011.0,Kochi Tuskers Kerala,RA Jadeja,12,RA Jadeja,23.58,120.94
2011.0,Kochi Tuskers Kerala,RP Singh,4,RP Singh,0.5,50.0
2011.0,Kochi Tuskers Kerala,RR Powar,3,RR Powar,3.67,84.62
2011.0,Kochi Tuskers Kerala,RV Gomez,8,RV Gomez,5.75,88.46
2011.0,Kochi Tuskers Kerala,S Sreesanth,3,S Sreesanth,0.33,11.11
2011.0,Kochi Tuskers Kerala,VVS Laxman,3,VVS Laxman,14.67,104.76
2011.0,Kolkata Knight Riders,B Lee,4,B Lee,1.25,55.56
2011.0,Kolkata Knight Riders,EJG Morgan,9,EJG Morgan,15.22,111.38
2011.0,Kolkata Knight Riders,G Gambhir,15,G Gambhir,25.2,113.86
2011.0,Kolkata Knight Riders,JH Kallis,14,JH Kallis,30.29,109.84
2011.0,Kolkata Knight Riders,MK Tiwary,13,MK Tiwary,27.62,106.85
2011.0,Kolkata Knight Riders,MS Bisla,5,MS Bisla,14.4,80.0
2011.0,Kolkata Knight Riders,R Bhatia,6,R Bhatia,4.17,108.7
2011.0,Kolkata Knight Riders,RN ten Doeschate,3,RN ten Doeschate,35.67,140.79
2011.0,Kolkata Knight Riders,SP Goswami,4,SP Goswami,7.25,93.55
2011.0,Kolkata Knight Riders,Shakib Al Hasan,3,Shakib Al Hasan,9.67,126.09
2011.0,Kolkata Knight Riders,YK Pathan,11,YK Pathan,25.73,138.05
2011.0,Mumbai Indians,A Symonds,9,A Symonds,15.0,94.41
2011.0,Mumbai Indians,AC Blizzard,6,AC Blizzard,20.0,136.36
2011.0,Mumbai Indians,AT Rayudu,16,AT Rayudu,24.69,111.27
2011.0,Mumbai Indians,DJ Jacobs,6,DJ Jacobs,15.33,101.1
2011.0,Mumbai Indians,Harbhajan Singh,8,Harbhajan Singh,12.88,139.19
2011.0,Mumbai Indians,JEC Franklin,5,JEC Franklin,21.4,133.75
2011.0,Mumbai Indians,KA Pollard,12,KA Pollard,12.17,103.55
2011.0,Mumbai Indians,R Sathish,3,R Sathish,8.33,71.43
2011.0,Mumbai Indians,RG Sharma,13,RG Sharma,28.62,122.37
2011.0,Mumbai Indians,SR Tendulkar,16,SR Tendulkar,34.56,108.22
2011.0,Mumbai Indians,TL Suman,6,TL Suman,10.83,122.64
2011.0,Pune Warriors,CJ Ferguson,4,CJ Ferguson,12.0,85.71
2011.0,Pune Warriors,GC Smith,4,GC Smith,10.5,77.78
2011.0,Pune Warriors,JD Ryder,13,JD Ryder,22.46,145.27
2011.0,Pune Warriors,M Manhas,10,M Manhas,11.4,89.06
2011.0,Pune Warriors,MD Mishra,5,MD Mishra,13.4,111.67
2011.0,Pune Warriors,MK Pandey,9,MK Pandey,27.33,105.58
2011.0,Pune Warriors,MR Marsh,3,MR Marsh,16.67,100.0
2011.0,Pune Warriors,R Sharma,5,R Sharma,4.8,104.35
2011.0,Pune Warriors,RV Uthappa,13,RV Uthappa,20.31,122.79
2011.0,Pune Warriors,SC Ganguly,3,SC Ganguly,16.67,81.97
2011.0,Pune Warriors,WD Parnell,5,WD Parnell,7.4,88.1
2011.0,Pune Warriors,Yuvraj Singh,13,Yuvraj Singh,26.38,127.51
2011.0,Rajasthan Royals,AG Paunikar,4,AG Paunikar,12.25,81.67
2011.0,Rajasthan Royals,AL Menaria,10,AL Menaria,18.0,113.92
2011.0,Rajasthan Royals,AM Rahane,7,AM Rahane,17.14,121.21
2011.0,Rajasthan Royals,AS Raut,4,AS Raut,15.0,101.69
2011.0,Rajasthan Royals,DH Yagnik,4,DH Yagnik,4.0,69.57
2011.0,Rajasthan Royals,J Botha,9,J Botha,25.56,115.0
2011.0,Rajasthan Royals,LRPL Taylor,11,LRPL Taylor,16.45,114.56
2011.0,Rajasthan Royals,R Dravid,12,R Dravid,28.58,107.19
2011.0,Rajasthan Royals,SK Warne,4,SK Warne,2.5,50.0
2011.0,Rajasthan Royals,SR Watson,11,SR Watson,30.0,128.91
2011.0,Royal Challengers Bangalore,A Mithun,4,A Mithun,6.75,135.0
2011.0,Royal Challengers Bangalore,AB de Villiers,13,AB de Villiers,24.0,125.81
2011.0,Royal Challengers Bangalore,AUK Pathan,5,AUK Pathan,6.6,183.33
2011.0,Royal Challengers Bangalore,CA Pujara,3,CA Pujara,11.33,106.25
2011.0,Royal Challengers Bangalore,CH Gayle,12,CH Gayle,50.67,177.78
2011.0,Royal Challengers Bangalore,DL Vettori,4,DL Vettori,5.75,76.67
2011.0,Royal Challengers Bangalore,JJ van der Wath,3,JJ van der Wath,6.0,105.88
2011.0,Royal Challengers Bangalore,LA Pomersbach,4,LA Pomersbach,12.75,124.39
2011.0,Royal Challengers Bangalore,M Kaif,4,M Kaif,10.25,117.14
2011.0,Royal Challengers Bangalore,MA Agarwal,7,MA Agarwal,20.14,109.3
2011.0,Royal Challengers Bangalore,SS Tiwary,13,SS Tiwary,14.38,95.41
2011.0,Royal Challengers Bangalore,TM Dilshan,10,TM Dilshan,22.6,122.16
2011.0,Royal Challengers Bangalore,V Kohli,16,V Kohli,34.81,117.76
2012.0,Chennai Super Kings,DJ Bravo,16,DJ Bravo,23.19,136.9
2012.0,Chennai Super Kings,F du Plessis,12,F du Plessis,33.17,128.39
2012.0,Chennai Super Kings,JA Morkel,12,JA Morkel,8.92,150.7
2012.0,Chennai Super Kings,M Vijay,13,M Vijay,25.85,123.08
2012.0,Chennai Super Kings,MEK Hussey,8,MEK Hussey,32.62,108.3
2012.0,Chennai Super Kings,MS Dhoni,17,MS Dhoni,21.06,126.5
2012.0,Chennai Super Kings,R Ashwin,5,R Ashwin,3.6,120.0
2012.0,Chennai Super Kings,RA Jadeja,14,RA Jadeja,13.64,124.84
2012.0,Chennai Super Kings,S Badrinath,9,S Badrinath,21.78,104.26
2012.0,Chennai Super Kings,SK Raina,18,SK Raina,24.5,131.64
2012.0,Deccan Chargers,A Ashish Reddy,5,A Ashish Reddy,7.0,116.67
2012.0,Deccan Chargers,A Mishra,5,A Mishra,3.2,76.19
2012.0,Deccan Chargers,AA Jhunjhunwala,3,AA Jhunjhunwala,8.0,88.89
2012.0,Deccan Chargers,Ankit Sharma,4,Ankit Sharma,4.5,138.46
2012.0,Deccan Chargers,B Chipli,4,B Chipli,9.25,105.71
2012.0,Deccan Chargers,CL White,13,CL White,36.85,146.48
2012.0,Deccan Chargers,DJ Harris,4,DJ Harris,27.75,107.77
2012.0,Deccan Chargers,DT Christian,7,DT Christian,20.71,118.85
2012.0,Deccan Chargers,DW Steyn,5,DW Steyn,3.8,90.48
2012.0,Deccan Chargers,IR Jaggi,3,IR Jaggi,5.0,68.18
2012.0,Deccan Chargers,JP Duminy,9,JP Duminy,27.11,125.13
2012.0,Deccan Chargers,KC Sangakkara,12,KC Sangakkara,16.67,105.26
2012.0,Deccan Chargers,PA Patel,12,PA Patel,16.17,116.87
2012.0,Deccan Chargers,PA Reddy,3,PA Reddy,24.33,115.87
2012.0,Deccan Chargers,S Dhawan,15,S Dhawan,37.93,127.01
2012.0,Delhi Daredevils,DA Warner,8,DA Warner,32.0,159.01
2012.0,Delhi Daredevils,DPMD Jayawardene,15,DPMD Jayawardene,22.33,109.48
2012.0,Delhi Daredevils,IK Pathan,12,IK Pathan,14.67,132.33
2012.0,Delhi Daredevils,KP Pietersen,8,KP Pietersen,38.12,145.24
2012.0,Delhi Daredevils,LRPL Taylor,12,LRPL Taylor,16.42,111.3
2012.0,Delhi Daredevils,M Morkel,3,M Morkel,1.0,60.0
2012.0,Delhi Daredevils,NV Ojha,16,NV Ojha,15.94,110.87
2012.0,Delhi Daredevils,P Negi,4,P Negi,9.0,120.0
2012.0,Delhi Daredevils,UT Yadav,3,UT Yadav,0.67,28.57
2012.0,Delhi Daredevils,V Sehwag,16,V Sehwag,30.94,156.15
2012.0,Delhi Daredevils,Y Nagar,8,Y Nagar,19.12,114.18
2012.0,Delhi Daredevils,Y Venugopal Rao,7,Y Venugopal Rao,18.86,102.33
2012.0,Kings XI Punjab,AC Gilchrist,7,AC Gilchrist,24.57,117.01
2012.0,Kings XI Punjab,AD Mascarenhas,3,AD Mascarenhas,4.67,87.5
2012.0,Kings XI Punjab,AM Nayar,4,AM Nayar,11.25,91.84
2012.0,Kings XI Punjab,Azhar Mahmood,10,Azhar Mahmood,18.6,128.28
2012.0,Kings XI Punjab,Bipul Sharma,4,Bipul Sharma,18.0,153.19
2012.0,Kings XI Punjab,DA Miller,6,DA Miller,16.33,128.95
2012.0,Kings XI Punjab,DJ Hussey,15,DJ Hussey,26.4,126.52
2012.0,Kings XI Punjab,Gurkeerat Singh,4,Gurkeerat Singh,21.5,159.26
2012.0,Kings XI Punjab,Mandeep Singh,16,Mandeep Singh,27.0,123.78
2012.0,Kings XI Punjab,N Saini,10,N Saini,14.0,97.9
2012.0,Kings XI Punjab,P Dogra,3,P Dogra,5.0,60.0
2012.0,Kings XI Punjab,P Kumar,7,P Kumar,5.0,109.38
2012.0,Kings XI Punjab,PC Valthaty,6,PC Valthaty,5.0,57.69
2012.0,Kings XI Punjab,PP Chawla,12,PP Chawla,8.83,120.45
2012.0,Kings XI Punjab,SD Chitnis,4,SD Chitnis,16.5,103.12
2012.0,Kings XI Punjab,SE Marsh,13,SE Marsh,25.85,116.67
2012.0,Kolkata Knight Riders,B Lee,3,B Lee,14.0,200.0
2012.0,Kolkata Knight Riders,BB McCullum,12,BB McCullum,24.08,100.7
2012.0,Kolkata Knight Riders,DB Das,10,DB Das,12.6,131.25
2012.0,Kolkata Knight Riders,G Gambhir,17,G Gambhir,34.71,137.53
2012.0,Kolkata Knight Riders,JH Kallis,17,JH Kallis,24.06,104.07
2012.0,Kolkata Knight Riders,LR Shukla,7,LR Shukla,10.71,131.58
2012.0,Kolkata Knight Riders,MK Tiwary,15,MK Tiwary,17.33,103.59
2012.0,Kolkata Knight Riders,MS Bisla,7,MS Bisla,30.43,124.56
2012.0,Kolkata Knight Riders,R Bhatia,6,R Bhatia,5.83,116.67
2012.0,Kolkata Knight Riders,RN ten Doeschate,3,RN ten Doeschate,7.0,100.0
2012.0,Kolkata Knight Riders,Shakib Al Hasan,7,Shakib Al Hasan,13.0,118.18
2012.0,Kolkata Knight Riders,YK Pathan,16,YK Pathan,12.12,108.38
2012.0,Mumbai Indians,AT Rayudu,15,AT Rayudu,22.2,127.59
2012.0,Mumbai Indians,DR Smith,6,DR Smith,26.17,153.92
2012.0,Mumbai Indians,HH Gibbs,3,HH Gibbs,27.0,89.01
2012.0,Mumbai Indians,Harbhajan Singh,11,Harbhajan Singh,9.82,131.71
2012.0,Mumbai Indians,JEC Franklin,11,JEC Franklin,20.0,96.07
2012.0,Mumbai Indians,KA Pollard,11,KA Pollard,20.0,134.97
2012.0,Mumbai Indians,KD Karthik,14,KD Karthik,17.0,109.68
2012.0,Mumbai Indians,PP Ojha,3,PP Ojha,1.33,28.57
2012.0,Mumbai Indians,RE Levi,6,RE Levi,13.83,112.16
2012.0,Mumbai Indians,RG Sharma,16,RG Sharma,27.06,123.71
2012.0,Mumbai Indians,RJ Peterson,5,RJ Peterson,6.4,100.0
2012.0,Mumbai Indians,RP Singh,5,RP Singh,1.2,50.0
2012.0,Mumbai Indians,SL Malinga,6,SL Malinga,9.17,100.0
2012.0,Mumbai Indians,SR Tendulkar,13,SR Tendulkar,24.92,109.09
2012.0,Pune Warriors,AD Mathews,8,AD Mathews,15.88,115.45
2012.0,Pune Warriors,AP Majumdar,4,AP Majumdar,21.75,112.99
2012.0,Pune Warriors,B Kumar,8,B Kumar,5.0,97.56
2012.0,Pune Warriors,CJ Ferguson,4,CJ Ferguson,12.5,79.37
2012.0,Pune Warriors,JD Ryder,11,JD Ryder,23.27,118.52
2012.0,Pune Warriors,M Kartik,3,M Kartik,8.67,123.81
2012.0,Pune Warriors,M Manhas,7,M Manhas,17.14,121.21
2012.0,Pune Warriors,MJ Clarke,6,MJ Clarke,16.33,102.08
2012.0,Pune Warriors,MK Pandey,9,MK Pandey,15.89,124.35
2012.0,Pune Warriors,MN Samuels,8,MN Samuels,15.5,100.0
2012.0,Pune Warriors,R Sharma,4,R Sharma,0.5,18.18
2012.0,Pune Warriors,RV Uthappa,16,RV Uthappa,25.31,113.45
2012.0,Pune Warriors,SC Ganguly,15,SC Ganguly,17.87,93.06
2012.0,Pune Warriors,SPD Smith,14,SPD Smith,25.86,133.09
2012.0,Pune Warriors,WD Parnell,5,WD Parnell,3.8,65.52
2012.0,Rajasthan Royals,AL Menaria,12,AL Menaria,18.33,106.28
2012.0,Rajasthan Royals,AM Rahane,16,AM Rahane,35.0,125.0
2012.0,Rajasthan Royals,BJ Hodge,12,BJ Hodge,20.42,136.11
2012.0,Rajasthan Royals,DH Yagnik,3,DH Yagnik,8.33,178.57
2012.0,Rajasthan Royals,J Botha,7,J Botha,8.29,105.45
2012.0,Rajasthan Royals,KK Cooper,4,KK Cooper,9.5,190.0
2012.0,Rajasthan Royals,OA Shah,13,OA Shah,26.15,126.39
2012.0,Rajasthan Royals,R Dravid,16,R Dravid,28.88,108.96
2012.0,Rajasthan Royals,SP Goswami,6,SP Goswami,11.5,100.0
2012.0,Rajasthan Royals,SR Watson,7,SR Watson,36.43,149.12
2012.0,Rajasthan Royals,STR Binny,6,STR Binny,15.0,128.57
2012.0,Royal Challengers Bangalore,AB McDonald,3,AB McDonald,15.67,130.56
2012.0,Royal Challengers Bangalore,AB de Villiers,13,AB de Villiers,24.54,157.14
2012.0,Royal Challengers Bangalore,CA Pujara,3,CA Pujara,5.67,73.91
2012.0,Royal Challengers Bangalore,CH Gayle,14,CH Gayle,52.36,155.3
2012.0,Royal Challengers Bangalore,DL Vettori,6,DL Vettori,5.17,110.71
2012.0,Royal Challengers Bangalore,HV Patel,3,HV Patel,5.0,88.24
2012.0,Royal Challengers Bangalore,MA Agarwal,12,MA Agarwal,18.75,137.2
2012.0,Royal Challengers Bangalore,R Vinay Kumar,7,R Vinay Kumar,9.71,104.62
2012.0,Royal Challengers Bangalore,SS Tiwary,11,SS Tiwary,17.36,110.4
2012.0,Royal Challengers Bangalore,TM Dilshan,9,TM Dilshan,31.67,104.01
2012.0,Royal Challengers Bangalore,V Kohli,15,V Kohli,24.27,109.31
2012.0,Royal Challengers Bangalore,Z Khan,4,Z Khan,3.0,70.59
2013.0,Chennai Super Kings,CH Morris,6,CH Morris,2.33,82.35
2013.0,Chennai Super Kings,DJ Bravo,12,DJ Bravo,10.08,108.04
2013.0,Chennai Super Kings,JA Morkel,3,JA Morkel,15.33,124.32
2013.0,Chennai Super Kings,M Vijay,15,M Vijay,20.8,106.48
2013.0,Chennai Super Kings,MEK Hussey,17,MEK Hussey,43.12,126.38
2013.0,Chennai Super Kings,MS Dhoni,16,MS Dhoni,28.81,154.7
2013.0,Chennai Super Kings,R Ashwin,5,R Ashwin,7.0,70.0
2013.0,Chennai Super Kings,RA Jadeja,14,RA Jadeja,14.36,144.6
2013.0,Chennai Super Kings,S Badrinath,7,S Badrinath,17.71,100.81
2013.0,Chennai Super Kings,SK Raina,17,SK Raina,32.24,148.11
2013.0,Chennai Super Kings,WP Saha,3,WP Saha,23.33,122.81
2013.0,Delhi Daredevils,A Nehra,4,A Nehra,0.25,12.5
2013.0,Delhi Daredevils,BJ Rohrer,8,BJ Rohrer,24.12,132.19
2013.0,Delhi Daredevils,BMAJ Mendis,3,BMAJ Mendis,7.67,85.19
2013.0,Delhi Daredevils,CM Gautam,3,CM Gautam,14.67,118.92
2013.0,Delhi Daredevils,DA Warner,16,DA Warner,25.62,123.12
2013.0,Delhi Daredevils,DPMD Jayawardene,15,DPMD Jayawardene,22.07,102.8
2013.0,Delhi Daredevils,IK Pathan,13,IK Pathan,11.77,96.23
2013.0,Delhi Daredevils,J Botha,6,J Botha,7.17,82.69
2013.0,Delhi Daredevils,KM Jadhav,10,KM Jadhav,15.2,119.69
2013.0,Delhi Daredevils,M Morkel,6,M Morkel,9.5,190.0
2013.0,Delhi Daredevils,MC Juneja,7,MC Juneja,17.86,93.28
2013.0,Delhi Daredevils,S Nadeem,6,S Nadeem,2.33,51.85
2013.0,Delhi Daredevils,UBT Chand,9,UBT Chand,17.56,96.93
2013.0,Delhi Daredevils,UT Yadav,7,UT Yadav,5.43,97.44
2013.0,Delhi Daredevils,V Sehwag,13,V Sehwag,22.69,120.9
2013.0,Kings XI Punjab,AC Gilchrist,13,AC Gilchrist,22.62,125.64
2013.0,Kings XI Punjab,Azhar Mahmood,10,Azhar Mahmood,19.6,124.05
2013.0,Kings XI Punjab,DA Miller,12,DA Miller,34.83,162.65
2013.0,Kings XI Punjab,DJ Hussey,11,DJ Hussey,21.36,111.9
2013.0,Kings XI Punjab,Gurkeerat Singh,9,Gurkeerat Singh,12.0,110.2
2013.0,Kings XI Punjab,LA Pomersbach,3,LA Pomersbach,19.33,96.67
2013.0,Kings XI Punjab,M Vohra,10,M Vohra,16.1,137.61
2013.0,Kings XI Punjab,MS Gony,4,MS Gony,11.25,166.67
2013.0,Kings XI Punjab,Mandeep Singh,14,Mandeep Singh,18.57,114.04
2013.0,Kings XI Punjab,P Awana,4,P Awana,0.25,11.11
2013.0,Kings XI Punjab,P Kumar,7,P Kumar,6.71,114.63
2013.0,Kings XI Punjab,PP Chawla,10,PP Chawla,6.4,106.67
2013.0,Kings XI Punjab,R Sathish,8,R Sathish,13.62,137.97
2013.0,Kings XI Punjab,SE Marsh,8,SE Marsh,37.5,117.19
2013.0,Kolkata Knight Riders,DB Das,6,DB Das,12.5,98.68
2013.0,Kolkata Knight Riders,EJG Morgan,13,EJG Morgan,23.62,122.8
2013.0,Kolkata Knight Riders,G Gambhir,15,G Gambhir,27.07,114.69
2013.0,Kolkata Knight Riders,JH Kallis,15,JH Kallis,20.73,95.11
2013.0,Kolkata Knight Riders,MK Tiwary,9,MK Tiwary,16.22,102.82
2013.0,Kolkata Knight Riders,MS Bisla,14,MS Bisla,18.21,102.82
2013.0,Kolkata Knight Riders,R Bhatia,10,R Bhatia,9.9,122.22
2013.0,Kolkata Knight Riders,RN ten Doeschate,4,RN ten Doeschate,21.25,134.92
2013.0,Kolkata Knight Riders,SMSM Senanayake,4,SMSM Senanayake,2.5,58.82
2013.0,Kolkata Knight Riders,SP Narine,6,SP Narine,3.5,105.0
2013.0,Kolkata Knight Riders,YK Pathan,16,YK Pathan,20.75,134.41
2013.0,Mumbai Indians,AP Tare,5,AP Tare,24.6,146.43
2013.0,Mumbai Indians,AT Rayudu,15,AT Rayudu,17.67,112.77
2013.0,Mumbai Indians,DR Smith,13,DR Smith,32.15,119.09
2013.0,Mumbai Indians,GJ Maxwell,3,GJ Maxwell,12.0,133.33
2013.0,Mumbai Indians,Harbhajan Singh,13,Harbhajan Singh,8.92,141.46
2013.0,Mumbai Indians,KA Pollard,18,KA Pollard,23.33,144.83
2013.0,Mumbai Indians,KD Karthik,19,KD Karthik,26.84,120.85
2013.0,Mumbai Indians,MG Johnson,6,MG Johnson,6.5,105.41
2013.0,Mumbai Indians,PP Ojha,3,PP Ojha,0.67,50.0
2013.0,Mumbai Indians,R Dhawan,4,R Dhawan,5.25,100.0
2013.0,Mumbai Indians,RG Sharma,19,RG Sharma,28.32,129.64
2013.0,Mumbai Indians,RT Ponting,5,RT Ponting,10.4,68.42
2013.0,Mumbai Indians,SL Malinga,6,SL Malinga,1.5,47.37
2013.0,Mumbai Indians,SR Tendulkar,14,SR Tendulkar,20.5,118.11
2013.0,Pune Warriors,AB Dinda,5,AB Dinda,1.8,81.82
2013.0,Pune Warriors,AD Mathews,10,AD Mathews,17.2,121.99
2013.0,Pune Warriors,AJ Finch,14,AJ Finch,32.57,132.56
2013.0,Pune Warriors,AM Nayar,9,AM Nayar,7.33,89.19
2013.0,Pune Warriors,B Kumar,9,B Kumar,5.78,72.22
2013.0,Pune Warriors,LJ Wright,5,LJ Wright,21.2,168.25
2013.0,Pune Warriors,LRPL Taylor,5,LRPL Taylor,12.6,81.82
2013.0,Pune Warriors,MK Pandey,7,MK Pandey,19.43,97.84
2013.0,Pune Warriors,MR Marsh,8,MR Marsh,17.5,128.44
2013.0,Pune Warriors,R Sharma,6,R Sharma,1.83,64.71
2013.0,Pune Warriors,RV Uthappa,16,RV Uthappa,27.12,112.73
2013.0,Pune Warriors,SPD Smith,7,SPD Smith,22.71,118.66
2013.0,Pune Warriors,TL Suman,5,TL Suman,10.4,89.66
2013.0,Pune Warriors,Yuvraj Singh,13,Yuvraj Singh,18.31,123.32
2013.0,Rajasthan Royals,AM Rahane,18,AM Rahane,27.11,103.39
2013.0,Rajasthan Royals,BJ Hodge,14,BJ Hodge,20.93,130.8
2013.0,Rajasthan Royals,DH Yagnik,9,DH Yagnik,13.89,126.26
2013.0,Rajasthan Royals,JP Faulkner,9,JP Faulkner,6.33,100.0
2013.0,Rajasthan Royals,KK Cooper,5,KK Cooper,7.8,177.27
2013.0,Rajasthan Royals,R Dravid,17,R Dravid,27.71,108.78
2013.0,Rajasthan Royals,SR Watson,16,SR Watson,33.94,138.17
2013.0,Rajasthan Royals,STR Binny,16,STR Binny,18.31,143.63
2013.0,Rajasthan Royals,SV Samson,10,SV Samson,20.6,115.08
2013.0,Royal Challengers Bangalore,AB de Villiers,14,AB de Villiers,26.64,165.04
2013.0,Royal Challengers Bangalore,CA Pujara,4,CA Pujara,23.0,92.0
2013.0,Royal Challengers Bangalore,CH Gayle,16,CH Gayle,45.0,148.76
2013.0,Royal Challengers Bangalore,KB Arun Karthik,5,KB Arun Karthik,8.2,102.5
2013.0,Royal Challengers Bangalore,MA Agarwal,5,MA Agarwal,13.4,104.69
2013.0,Royal Challengers Bangalore,MC Henriques,9,MC Henriques,18.33,129.92
2013.0,Royal Challengers Bangalore,R Rampaul,6,R Rampaul,6.33,97.44
2013.0,Royal Challengers Bangalore,R Vinay Kumar,5,R Vinay Kumar,14.0,159.09
2013.0,Royal Challengers Bangalore,SS Tiwary,6,SS Tiwary,18.17,96.46
2013.0,Royal Challengers Bangalore,TM Dilshan,5,TM Dilshan,15.2,78.35
2013.0,Royal Challengers Bangalore,V Kohli,16,V Kohli,39.94,135.67
2013.0,Sunrisers Hyderabad,A Ashish Reddy,10,A Ashish Reddy,12.5,138.89
2013.0,Sunrisers Hyderabad,A Mishra,6,A Mishra,14.83,86.41
2013.0,Sunrisers Hyderabad,BB Samantray,7,BB Samantray,17.57,107.89
2013.0,Sunrisers Hyderabad,CL White,13,CL White,17.38,113.0
2013.0,Sunrisers Hyderabad,DJG Sammy,9,DJG Sammy,19.33,127.94
2013.0,Sunrisers Hyderabad,DW Steyn,8,DW Steyn,6.62,143.24
2013.0,Sunrisers Hyderabad,GH Vihari,17,GH Vihari,14.18,83.97
2013.0,Sunrisers Hyderabad,KC Sangakkara,9,KC Sangakkara,13.33,87.59
2013.0,Sunrisers Hyderabad,KV Sharma,7,KV Sharma,12.14,95.51
2013.0,Sunrisers Hyderabad,NLTC Perera,14,NLTC Perera,16.79,135.84
2013.0,Sunrisers Hyderabad,PA Patel,13,PA Patel,22.62,112.64
2013.0,Sunrisers Hyderabad,PA Reddy,7,PA Reddy,13.0,87.5
2013.0,Sunrisers Hyderabad,Q de Kock,3,Q de Kock,2.0,37.5
2013.0,Sunrisers Hyderabad,S Dhawan,10,S Dhawan,31.1,118.7
2014.0,Chennai Super Kings,BB McCullum,14,BB McCullum,28.93,118.77
2014.0,Chennai Super Kings,DJ Hussey,4,DJ Hussey,29.0,120.83
2014.0,Chennai Super Kings,DR Smith,16,DR Smith,35.38,133.18
2014.0,Chennai Super Kings,F du Plessis,12,F du Plessis,25.25,126.25
2014.0,Chennai Super Kings,M Manhas,5,M Manhas,7.0,134.62
2014.0,Chennai Super Kings,MS Dhoni,15,MS Dhoni,24.73,143.8
2014.0,Chennai Super Kings,R Ashwin,5,R Ashwin,9.0,93.75
2014.0,Chennai Super Kings,RA Jadeja,10,RA Jadeja,14.6,129.2
2014.0,Chennai Super Kings,SK Raina,16,SK Raina,32.69,141.35
2014.0,Delhi Daredevils,JDS Neesham,3,JDS Neesham,14.0,91.3
2014.0,Delhi Daredevils,JP Duminy,14,JP Duminy,29.29,131.83
2014.0,Delhi Daredevils,KD Karthik,14,KD Karthik,23.21,124.52
2014.0,Delhi Daredevils,KM Jadhav,10,KM Jadhav,14.9,143.27
2014.0,Delhi Daredevils,KP Pietersen,11,KP Pietersen,26.73,123.01
2014.0,Delhi Daredevils,LR Shukla,3,LR Shukla,10.33,81.58
2014.0,Delhi Daredevils,LRPL Taylor,4,LRPL Taylor,14.75,95.16
2014.0,Delhi Daredevils,M Vijay,11,M Vijay,18.82,105.08
2014.0,Delhi Daredevils,MA Agarwal,8,MA Agarwal,14.38,123.66
2014.0,Delhi Daredevils,MK Tiwary,8,MK Tiwary,19.0,123.58
2014.0,Delhi Daredevils,Mohammed Shami,4,Mohammed Shami,0.75,37.5
2014.0,Delhi Daredevils,Q de Kock,7,Q de Kock,21.86,115.91
2014.0,Delhi Daredevils,R Shukla,3,R Shukla,6.0,85.71
2014.0,Delhi Daredevils,S Nadeem,3,S Nadeem,2.33,35.0
2014.0,Kings XI Punjab,AR Patel,7,AR Patel,8.86,101.64
2014.0,Kings XI Punjab,CA Pujara,6,CA Pujara,20.83,96.9
2014.0,Kings XI Punjab,DA Miller,16,DA Miller,27.88,145.28
2014.0,Kings XI Punjab,GJ Bailey,16,GJ Bailey,16.06,135.26
2014.0,Kings XI Punjab,GJ Maxwell,16,GJ Maxwell,34.5,176.92
2014.0,Kings XI Punjab,M Vohra,8,M Vohra,40.5,132.79
2014.0,Kings XI Punjab,MG Johnson,8,MG Johnson,7.0,109.8
2014.0,Kings XI Punjab,Mandeep Singh,3,Mandeep Singh,8.0,85.71
