season,team,player,matches_played,batter,avg_runs_per_match,strike_rate
2017.0,Sunrisers Hyderabad,NV Ojha,5,NV Ojha,15.8,112.86
2017.0,Sunrisers Hyderabad,Rashid Khan,3,Rashid Khan,3.67,122.22
2017.0,Sunrisers Hyderabad,S Dhawan,14,S Dhawan,34.21,125.07
2017.0,Sunrisers Hyderabad,V Shankar,4,V Shankar,25.25,131.17
2017.0,Sunrisers Hyderabad,Yuvraj Singh,11,Yuvraj Singh,22.91,134.04
2018.0,Chennai Super Kings,AT Rayudu,16,AT Rayudu,37.62,146.83
2018.0,Chennai Super Kings,DJ Bravo,10,DJ Bravo,14.1,151.61
2018.0,Chennai Super Kings,DL Chahar,4,DL Chahar,12.5,166.67
2018.0,Chennai Super Kings,F du Plessis,6,F du Plessis,27.0,124.62
2018.0,Chennai Super Kings,Harbhajan Singh,3,Harbhajan Singh,9.67,76.32
2018.0,Chennai Super Kings,MS Dhoni,15,MS Dhoni,30.33,141.74
2018.0,Chennai Super Kings,RA Jadeja,8,RA Jadeja,11.12,111.25
2018.0,Chennai Super Kings,SK Raina,15,SK Raina,29.67,125.71
2018.0,Chennai Super Kings,SR Watson,15,SR Watson,37.0,150.82
2018.0,Chennai Super Kings,SW Billings,8,SW Billings,13.5,138.46
2018.0,Delhi Daredevils,Abhishek Sharma,3,Abhishek Sharma,21.0,180.0
2018.0,Delhi Daredevils,C Munro,4,C Munro,15.75,153.66
2018.0,Delhi Daredevils,CH Morris,3,CH Morris,15.33,176.92
2018.0,Delhi Daredevils,DT Christian,3,DT Christian,8.67,78.79
2018.0,Delhi Daredevils,G Gambhir,5,G Gambhir,17.0,93.41
2018.0,Delhi Daredevils,GJ Maxwell,12,GJ Maxwell,14.08,138.52
2018.0,Delhi Daredevils,JJ Roy,5,JJ Roy,24.0,122.45
2018.0,Delhi Daredevils,PP Shaw,9,PP Shaw,27.22,148.48
2018.0,Delhi Daredevils,R Tewatia,5,R Tewatia,10.0,106.38
2018.0,Delhi Daredevils,RR Pant,14,RR Pant,48.86,166.02
2018.0,Delhi Daredevils,SS Iyer,13,SS Iyer,31.62,129.65
2018.0,Delhi Daredevils,V Shankar,9,V Shankar,23.56,135.9
2018.0,Kings XI Punjab,AJ Finch,9,AJ Finch,14.89,131.37
2018.0,Kings XI Punjab,AJ Tye,8,AJ Tye,4.0,80.0
2018.0,Kings XI Punjab,AR Patel,8,AR Patel,10.0,112.68
2018.0,Kings XI Punjab,AS Rajpoot,3,AS Rajpoot,3.67,61.11
2018.0,Kings XI Punjab,BB Sran,3,BB Sran,1.0,42.86
2018.0,Kings XI Punjab,CH Gayle,11,CH Gayle,33.45,141.0
2018.0,Kings XI Punjab,DA Miller,3,DA Miller,24.67,112.12
2018.0,Kings XI Punjab,KK Nair,12,KK Nair,25.08,133.78
2018.0,Kings XI Punjab,KL Rahul,14,KL Rahul,47.07,154.69
2018.0,Kings XI Punjab,MA Agarwal,11,MA Agarwal,10.91,127.66
2018.0,Kings XI Punjab,MK Tiwary,4,MK Tiwary,11.75,104.44
2018.0,Kings XI Punjab,MM Sharma,4,MM Sharma,2.5,71.43
2018.0,Kings XI Punjab,MP Stoinis,7,MP Stoinis,14.14,126.92
2018.0,Kings XI Punjab,R Ashwin,8,R Ashwin,12.75,134.21
2018.0,Kings XI Punjab,Yuvraj Singh,6,Yuvraj Singh,10.83,87.84
2018.0,Kolkata Knight Riders,AD Russell,14,AD Russell,22.57,176.54
2018.0,Kolkata Knight Riders,CA Lynn,16,CA Lynn,30.69,128.53
2018.0,Kolkata Knight Riders,KD Karthik,16,KD Karthik,31.12,142.69
2018.0,Kolkata Knight Riders,Kuldeep Yadav,3,Kuldeep Yadav,4.0,48.0
2018.0,Kolkata Knight Riders,N Rana,15,N Rana,20.27,127.73
2018.0,Kolkata Knight Riders,PP Chawla,5,PP Chawla,5.4,75.0
2018.0,Kolkata Knight Riders,RK Singh,4,RK Singh,7.25,85.29
2018.0,Kolkata Knight Riders,RV Uthappa,16,RV Uthappa,21.94,128.1
2018.0,Kolkata Knight Riders,SP Narine,16,SP Narine,22.31,180.3
2018.0,Kolkata Knight Riders,Shivam Mavi,3,Shivam Mavi,4.33,86.67
2018.0,Kolkata Knight Riders,Shubman Gill,10,Shubman Gill,20.3,142.96
2018.0,Kolkata Knight Riders,TK Curran,4,TK Curran,5.75,82.14
2018.0,Mumbai Indians,BCJ Cutting,6,BCJ Cutting,16.0,162.71
2018.0,Mumbai Indians,E Lewis,13,E Lewis,29.38,131.72
2018.0,Mumbai Indians,HH Pandya,13,HH Pandya,20.0,126.83
2018.0,Mumbai Indians,Ishan Kishan,12,Ishan Kishan,22.92,147.06
2018.0,Mumbai Indians,JJ Bumrah,3,JJ Bumrah,3.33,90.91
2018.0,Mumbai Indians,KA Pollard,8,KA Pollard,16.62,127.88
2018.0,Mumbai Indians,KH Pandya,13,KH Pandya,17.54,139.02
2018.0,Mumbai Indians,M Markande,6,M Markande,3.5,84.0
2018.0,Mumbai Indians,MJ McClenaghan,4,MJ McClenaghan,2.75,91.67
2018.0,Mumbai Indians,RG Sharma,14,RG Sharma,20.43,128.25
2018.0,Mumbai Indians,SA Yadav,14,SA Yadav,36.57,130.95
2018.0,Rajasthan Royals,AM Rahane,14,AM Rahane,26.43,115.26
2018.0,Rajasthan Royals,BA Stokes,12,BA Stokes,16.33,118.07
2018.0,Rajasthan Royals,DJM Short,7,DJM Short,16.43,112.75
2018.0,Rajasthan Royals,H Klaasen,4,H Klaasen,14.25,118.75
2018.0,Rajasthan Royals,JC Archer,6,JC Archer,2.5,71.43
2018.0,Rajasthan Royals,JC Buttler,13,JC Buttler,42.15,150.14
2018.0,Rajasthan Royals,JD Unadkat,5,JD Unadkat,9.8,128.95
2018.0,Rajasthan Royals,K Gowtham,13,K Gowtham,9.69,188.06
2018.0,Rajasthan Royals,RA Tripathi,12,RA Tripathi,18.83,130.64
2018.0,Rajasthan Royals,S Gopal,4,S Gopal,12.5,106.38
2018.0,Rajasthan Royals,STR Binny,5,STR Binny,8.8,112.82
2018.0,Rajasthan Royals,SV Samson,15,SV Samson,29.4,135.69
2018.0,Royal Challengers Bangalore,AB de Villiers,11,AB de Villiers,43.64,171.43
2018.0,Royal Challengers Bangalore,BB McCullum,6,BB McCullum,21.17,139.56
2018.0,Royal Challengers Bangalore,C de Grandhomme,8,C de Grandhomme,16.38,150.57
2018.0,Royal Challengers Bangalore,CJ Anderson,3,CJ Anderson,5.67,77.27
2018.0,Royal Challengers Bangalore,CR Woakes,4,CR Woakes,4.25,89.47
2018.0,Royal Challengers Bangalore,M Vohra,4,M Vohra,13.75,110.0
2018.0,Royal Challengers Bangalore,MM Ali,4,MM Ali,19.25,167.39
2018.0,Royal Challengers Bangalore,Mandeep Singh,13,Mandeep Singh,19.38,130.57
2018.0,Royal Challengers Bangalore,Mohammed Siraj,3,Mohammed Siraj,8.33,108.7
2018.0,Royal Challengers Bangalore,PA Patel,6,PA Patel,25.5,140.37
2018.0,Royal Challengers Bangalore,Q de Kock,8,Q de Kock,25.12,122.56
2018.0,Royal Challengers Bangalore,SN Khan,6,SN Khan,8.5,118.6
2018.0,Royal Challengers Bangalore,TG Southee,4,TG Southee,13.0,113.04
2018.0,Royal Challengers Bangalore,UT Yadav,5,UT Yadav,0.6,25.0
2018.0,Royal Challengers Bangalore,V Kohli,14,V Kohli,37.86,137.66
2018.0,Royal Challengers Bangalore,Washington Sundar,5,Washington Sundar,13.0,162.5
2018.0,Sunrisers Hyderabad,AD Hales,6,AD Hales,24.67,124.37
2018.0,Sunrisers Hyderabad,B Kumar,4,B Kumar,3.25,72.22
2018.0,Sunrisers Hyderabad,CR Brathwaite,4,CR Brathwaite,18.75,138.89
2018.0,Sunrisers Hyderabad,DJ Hooda,8,DJ Hooda,10.88,101.16
2018.0,Sunrisers Hyderabad,KS Williamson,17,KS Williamson,43.24,140.8
2018.0,Sunrisers Hyderabad,MK Pandey,13,MK Pandey,21.85,110.51
2018.0,Sunrisers Hyderabad,Rashid Khan,7,Rashid Khan,8.43,184.38
2018.0,Sunrisers Hyderabad,S Dhawan,16,S Dhawan,31.06,131.13
2018.0,Sunrisers Hyderabad,S Kaul,3,S Kaul,1.0,21.43
2018.0,Sunrisers Hyderabad,SP Goswami,3,SP Goswami,17.33,123.81
2018.0,Sunrisers Hyderabad,Sandeep Sharma,3,Sandeep Sharma,0.0,0.0
2018.0,Sunrisers Hyderabad,Shakib Al Hasan,13,Shakib Al Hasan,18.38,117.73
2018.0,Sunrisers Hyderabad,WP Saha,10,WP Saha,12.2,112.96
2018.0,Sunrisers Hyderabad,YK Pathan,13,YK Pathan,20.0,123.22
2019.0,Chennai Super Kings,AT Rayudu,17,AT Rayudu,16.59,91.86
2019.0,Chennai Super Kings,DJ Bravo,8,DJ Bravo,10.0,117.65
2019.0,Chennai Super Kings,F du Plessis,12,F du Plessis,33.0,121.47
2019.0,Chennai Super Kings,KM Jadhav,12,KM Jadhav,13.5,94.19
2019.0,Chennai Super Kings,MS Dhoni,12,MS Dhoni,34.67,131.23
2019.0,Chennai Super Kings,RA Jadeja,9,RA Jadeja,11.78,112.77
2019.0,Chennai Super Kings,SK Raina,17,SK Raina,22.53,119.31
2019.0,Chennai Super Kings,SR Watson,17,SR Watson,23.41,123.99
2019.0,Delhi Capitals,A Mishra,4,A Mishra,5.25,80.77
2019.0,Delhi Capitals,AR Patel,12,AR Patel,9.17,122.22
2019.0,Delhi Capitals,C Munro,4,C Munro,21.0,116.67
2019.0,Delhi Capitals,CA Ingram,12,CA Ingram,15.33,117.2
2019.0,Delhi Capitals,CH Morris,6,CH Morris,5.33,84.21
2019.0,Delhi Capitals,K Rabada,4,K Rabada,3.5,93.33
2019.0,Delhi Capitals,KMA Paul,5,KMA Paul,3.6,69.23
2019.0,Delhi Capitals,PP Shaw,16,PP Shaw,22.06,130.74
2019.0,Delhi Capitals,R Tewatia,4,R Tewatia,6.5,118.18
2019.0,Delhi Capitals,RR Pant,16,RR Pant,30.88,158.84
2019.0,Delhi Capitals,S Dhawan,16,S Dhawan,32.56,133.25
2019.0,Delhi Capitals,SE Rutherford,7,SE Rutherford,10.43,132.73
2019.0,Delhi Capitals,SS Iyer,16,SS Iyer,29.19,117.04
2019.0,Kings XI Punjab,CH Gayle,13,CH Gayle,37.69,144.97
2019.0,Kings XI Punjab,DA Miller,10,DA Miller,21.3,122.41
2019.0,Kings XI Punjab,GC Viljoen,3,GC Viljoen,1.0,42.86
2019.0,Kings XI Punjab,KL Rahul,14,KL Rahul,42.36,132.66
2019.0,Kings XI Punjab,M Ashwin,3,M Ashwin,1.0,60.0
2019.0,Kings XI Punjab,MA Agarwal,13,MA Agarwal,25.54,137.76
2019.0,Kings XI Punjab,Mandeep Singh,12,Mandeep Singh,13.75,135.25
2019.0,Kings XI Punjab,N Pooran,6,N Pooran,28.0,152.73
2019.0,Kings XI Punjab,R Ashwin,6,R Ashwin,7.0,150.0
2019.0,Kings XI Punjab,SM Curran,8,SM Curran,11.88,172.73
2019.0,Kings XI Punjab,SN Khan,5,SN Khan,36.0,124.14
2019.0,Kolkata Knight Riders,AD Russell,13,AD Russell,39.54,187.59
2019.0,Kolkata Knight Riders,CA Lynn,13,CA Lynn,31.15,136.82
2019.0,Kolkata Knight Riders,KD Karthik,12,KD Karthik,21.17,141.11
2019.0,Kolkata Knight Riders,Kuldeep Yadav,3,Kuldeep Yadav,4.0,150.0
2019.0,Kolkata Knight Riders,N Rana,11,N Rana,31.27,143.33
2019.0,Kolkata Knight Riders,PP Chawla,5,PP Chawla,8.4,110.53
2019.0,Kolkata Knight Riders,RK Singh,3,RK Singh,12.33,108.82
2019.0,Kolkata Knight Riders,RV Uthappa,11,RV Uthappa,25.82,110.94
2019.0,Kolkata Knight Riders,SP Narine,8,SP Narine,17.88,158.89
2019.0,Kolkata Knight Riders,Shubman Gill,13,Shubman Gill,22.77,122.31
2019.0,Mumbai Indians,BCJ Cutting,3,BCJ Cutting,6.0,105.88
2019.0,Mumbai Indians,E Lewis,3,E Lewis,16.0,90.57
2019.0,Mumbai Indians,HH Pandya,15,HH Pandya,27.27,181.78
2019.0,Mumbai Indians,Ishan Kishan,6,Ishan Kishan,16.83,97.12
2019.0,Mumbai Indians,KA Pollard,12,KA Pollard,23.42,151.08
2019.0,Mumbai Indians,KH Pandya,14,KH Pandya,13.07,115.82
2019.0,Mumbai Indians,MJ McClenaghan,4,MJ McClenaghan,2.75,68.75
2019.0,Mumbai Indians,Q de Kock,16,Q de Kock,33.06,130.94
2019.0,Mumbai Indians,RD Chahar,4,RD Chahar,3.0,109.09
2019.0,Mumbai Indians,RG Sharma,15,RG Sharma,27.0,126.96
2019.0,Mumbai Indians,SA Yadav,15,SA Yadav,28.27,129.66
2019.0,Mumbai Indians,Yuvraj Singh,4,Yuvraj Singh,24.5,118.07
2019.0,Rajasthan Royals,AJ Turner,4,AJ Turner,0.75,27.27
2019.0,Rajasthan Royals,AM Rahane,13,AM Rahane,30.23,135.99
2019.0,Rajasthan Royals,BA Stokes,9,BA Stokes,13.67,123.0
2019.0,Rajasthan Royals,JC Archer,5,JC Archer,13.4,163.41
2019.0,Rajasthan Royals,JC Buttler,8,JC Buttler,38.88,146.01
2019.0,Rajasthan Royals,K Gowtham,4,K Gowtham,4.5,94.74
2019.0,Rajasthan Royals,LS Livingstone,3,LS Livingstone,19.67,143.9
2019.0,Rajasthan Royals,R Parag,5,R Parag,32.0,120.3
2019.0,Rajasthan Royals,RA Tripathi,7,RA Tripathi,20.14,115.57
2019.0,Rajasthan Royals,S Gopal,7,S Gopal,9.0,136.96
2019.0,Rajasthan Royals,SPD Smith,10,SPD Smith,31.9,112.72
2019.0,Rajasthan Royals,STR Binny,5,STR Binny,14.0,166.67
2019.0,Rajasthan Royals,SV Samson,10,SV Samson,31.4,139.56
2019.0,Royal Challengers Bangalore,AB de Villiers,12,AB de Villiers,36.0,148.97
2019.0,Royal Challengers Bangalore,AD Nath,5,AD Nath,12.2,105.17
2019.0,Royal Challengers Bangalore,C de Grandhomme,4,C de Grandhomme,11.5,92.0
2019.0,Royal Challengers Bangalore,MM Ali,10,MM Ali,22.0,160.58
2019.0,Royal Challengers Bangalore,MP Stoinis,9,MP Stoinis,23.44,133.54
2019.0,Royal Challengers Bangalore,Mohammed Siraj,3,Mohammed Siraj,1.33,26.67
2019.0,Royal Challengers Bangalore,P Negi,3,P Negi,1.67,55.56
2019.0,Royal Challengers Bangalore,PA Patel,13,PA Patel,28.08,136.19
2019.0,Royal Challengers Bangalore,S Dube,4,S Dube,10.0,121.21
2019.0,Royal Challengers Bangalore,SO Hetmyer,5,SO Hetmyer,18.0,118.42
2019.0,Royal Challengers Bangalore,UT Yadav,5,UT Yadav,5.0,96.15
2019.0,Royal Challengers Bangalore,V Kohli,13,V Kohli,33.77,135.08
2019.0,Royal Challengers Bangalore,YS Chahal,3,YS Chahal,2.0,37.5
2019.0,Sunrisers Hyderabad,Abhishek Sharma,3,Abhishek Sharma,3.0,90.0
2019.0,Sunrisers Hyderabad,B Kumar,4,B Kumar,3.0,63.16
2019.0,Sunrisers Hyderabad,DA Warner,12,DA Warner,57.67,139.52
2019.0,Sunrisers Hyderabad,DJ Hooda,7,DJ Hooda,9.14,94.12
2019.0,Sunrisers Hyderabad,JM Bairstow,10,JM Bairstow,44.5,152.4
2019.0,Sunrisers Hyderabad,KS Williamson,9,KS Williamson,17.33,116.42
2019.0,Sunrisers Hyderabad,MJ Guptill,3,MJ Guptill,27.33,151.85
2019.0,Sunrisers Hyderabad,MK Pandey,11,MK Pandey,31.36,128.73
2019.0,Sunrisers Hyderabad,Mohammad Nabi,7,Mohammad Nabi,17.29,149.38
2019.0,Sunrisers Hyderabad,Rashid Khan,7,Rashid Khan,4.86,130.77
2019.0,Sunrisers Hyderabad,V Shankar,14,V Shankar,17.43,124.49
2019.0,Sunrisers Hyderabad,WP Saha,5,WP Saha,17.2,156.36
2019.0,Sunrisers Hyderabad,YK Pathan,7,YK Pathan,5.71,85.11
2020.0,Chennai Super Kings,AT Rayudu,11,AT Rayudu,32.64,124.22
2020.0,Chennai Super Kings,DL Chahar,3,DL Chahar,2.33,58.33
2020.0,Chennai Super Kings,F du Plessis,13,F du Plessis,34.54,136.47
2020.0,Chennai Super Kings,KM Jadhav,5,KM Jadhav,12.4,91.18
2020.0,Chennai Super Kings,M Vijay,3,M Vijay,10.67,72.73
2020.0,Chennai Super Kings,MS Dhoni,12,MS Dhoni,16.67,114.29
2020.0,Chennai Super Kings,RA Jadeja,11,RA Jadeja,21.09,163.38
2020.0,Chennai Super Kings,RD Gaikwad,6,RD Gaikwad,34.0,117.92
2020.0,Chennai Super Kings,SM Curran,11,SM Curran,16.91,128.28
2020.0,Chennai Super Kings,SR Watson,11,SR Watson,27.18,117.72
2020.0,Delhi Capitals,A Nortje,3,A Nortje,2.33,116.67
2020.0,Delhi Capitals,AM Rahane,8,AM Rahane,14.12,100.0
2020.0,Delhi Capitals,AR Patel,9,AR Patel,13.0,130.0
2020.0,Delhi Capitals,AT Carey,3,AT Carey,10.67,110.34
2020.0,Delhi Capitals,K Rabada,6,K Rabada,9.33,107.69
2020.0,Delhi Capitals,MP Stoinis,17,MP Stoinis,20.71,140.8
2020.0,Delhi Capitals,PP Shaw,13,PP Shaw,17.54,134.12
2020.0,Delhi Capitals,R Ashwin,5,R Ashwin,7.4,108.82
2020.0,Delhi Capitals,RR Pant,14,RR Pant,24.64,108.15
2020.0,Delhi Capitals,S Dhawan,17,S Dhawan,36.35,142.73
2020.0,Delhi Capitals,SO Hetmyer,11,SO Hetmyer,16.82,145.67
2020.0,Delhi Capitals,SS Iyer,17,SS Iyer,30.53,119.86
2020.0,Kings XI Punjab,CH Gayle,7,CH Gayle,42.14,131.11
2020.0,Kings XI Punjab,CJ Jordan,4,CJ Jordan,7.25,87.88
2020.0,Kings XI Punjab,DJ Hooda,5,DJ Hooda,20.4,137.84
2020.0,Kings XI Punjab,GJ Maxwell,11,GJ Maxwell,9.82,96.43
2020.0,Kings XI Punjab,JDS Neesham,3,JDS Neesham,6.33,105.56
2020.0,Kings XI Punjab,KK Nair,3,KK Nair,5.33,114.29
2020.0,Kings XI Punjab,KL Rahul,14,KL Rahul,48.29,127.31
2020.0,Kings XI Punjab,MA Agarwal,11,MA Agarwal,39.27,151.58
2020.0,Kings XI Punjab,Mandeep Singh,7,Mandeep Singh,18.57,117.12
2020.0,Kings XI Punjab,N Pooran,14,N Pooran,25.21,164.19
2020.0,Kings XI Punjab,SN Khan,3,SN Khan,11.0,110.0
2020.0,Kolkata Knight Riders,AD Russell,9,AD Russell,13.0,142.68
2020.0,Kolkata Knight Riders,CV Varun,3,CV Varun,3.33,62.5
2020.0,Kolkata Knight Riders,EJG Morgan,14,EJG Morgan,29.93,133.44
2020.0,Kolkata Knight Riders,KD Karthik,14,KD Karthik,12.07,123.36
2020.0,Kolkata Knight Riders,KL Nagarkoti,6,KL Nagarkoti,3.67,68.75
2020.0,Kolkata Knight Riders,N Rana,14,N Rana,25.14,135.38
2020.0,Kolkata Knight Riders,PJ Cummins,10,PJ Cummins,14.6,121.67
2020.0,Kolkata Knight Riders,RA Tripathi,11,RA Tripathi,20.91,123.66
2020.0,Kolkata Knight Riders,SP Narine,9,SP Narine,13.44,131.52
2020.0,Kolkata Knight Riders,Shivam Mavi,3,Shivam Mavi,3.33,71.43
2020.0,Kolkata Knight Riders,Shubman Gill,14,Shubman Gill,31.43,115.18
2020.0,Mumbai Indians,HH Pandya,13,HH Pandya,21.77,169.46
2020.0,Mumbai Indians,Ishan Kishan,13,Ishan Kishan,39.69,142.94
2020.0,Mumbai Indians,KA Pollard,12,KA Pollard,23.42,178.98
2020.0,Mumbai Indians,KH Pandya,11,KH Pandya,9.91,118.48
2020.0,Mumbai Indians,Q de Kock,16,Q de Kock,31.62,137.5
2020.0,Mumbai Indians,RG Sharma,12,RG Sharma,27.83,121.45
2020.0,Mumbai Indians,SA Yadav,15,SA Yadav,32.0,141.18
2020.0,Mumbai Indians,SS Tiwary,5,SS Tiwary,20.6,127.16
2020.0,Rajasthan Royals,BA Stokes,8,BA Stokes,35.62,137.68
2020.0,Rajasthan Royals,JC Archer,10,JC Archer,11.3,171.21
2020.0,Rajasthan Royals,JC Buttler,12,JC Buttler,27.33,140.77
2020.0,Rajasthan Royals,MK Lomror,3,MK Lomror,19.67,109.26
2020.0,Rajasthan Royals,R Parag,8,R Parag,10.75,106.17
2020.0,Rajasthan Royals,R Tewatia,11,R Tewatia,23.18,136.36
2020.0,Rajasthan Royals,RV Uthappa,12,RV Uthappa,16.33,115.29
2020.0,Rajasthan Royals,S Gopal,5,S Gopal,7.4,90.24
2020.0,Rajasthan Royals,SPD Smith,14,SPD Smith,22.21,125.91
2020.0,Rajasthan Royals,SV Samson,14,SV Samson,26.79,154.96
2020.0,Rajasthan Royals,TK Curran,4,TK Curran,20.75,131.75
2020.0,Rajasthan Royals,YBK Jaiswal,3,YBK Jaiswal,13.33,90.91
2020.0,Royal Challengers Bangalore,AB de Villiers,14,AB de Villiers,32.86,155.41
2020.0,Royal Challengers Bangalore,AJ Finch,12,AJ Finch,22.33,105.51
2020.0,Royal Challengers Bangalore,CH Morris,5,CH Morris,6.8,161.9
2020.0,Royal Challengers Bangalore,D Padikkal,15,D Padikkal,31.53,118.84
2020.0,Royal Challengers Bangalore,Gurkeerat Singh,5,Gurkeerat Singh,14.2,85.54
2020.0,Royal Challengers Bangalore,I Udana,4,I Udana,3.75,136.36
2020.0,Royal Challengers Bangalore,JR Philippe,5,JR Philippe,15.6,97.5
2020.0,Royal Challengers Bangalore,MM Ali,3,MM Ali,4.0,75.0
2020.0,Royal Challengers Bangalore,Mohammed Siraj,3,Mohammed Siraj,5.67,121.43
2020.0,Royal Challengers Bangalore,Navdeep Saini,3,Navdeep Saini,9.0,100.0
2020.0,Royal Challengers Bangalore,S Dube,9,S Dube,14.33,118.35
2020.0,Royal Challengers Bangalore,V Kohli,15,V Kohli,31.4,117.16
2020.0,Royal Challengers Bangalore,Washington Sundar,9,Washington Sundar,12.33,113.27
2020.0,Sunrisers Hyderabad,Abdul Samad,7,Abdul Samad,16.14,166.18
2020.0,Sunrisers Hyderabad,Abhishek Sharma,7,Abhishek Sharma,10.14,120.34
2020.0,Sunrisers Hyderabad,DA Warner,16,DA Warner,34.25,129.55
2020.0,Sunrisers Hyderabad,JM Bairstow,11,JM Bairstow,31.36,121.48
2020.0,Sunrisers Hyderabad,JO Holder,4,JO Holder,16.5,122.22
2020.0,Sunrisers Hyderabad,KS Williamson,11,KS Williamson,28.82,131.54
2020.0,Sunrisers Hyderabad,MK Pandey,15,MK Pandey,28.33,121.43
2020.0,Sunrisers Hyderabad,PK Garg,10,PK Garg,13.3,114.66
2020.0,Sunrisers Hyderabad,Rashid Khan,6,Rashid Khan,5.83,109.38
2020.0,Sunrisers Hyderabad,Sandeep Sharma,5,Sandeep Sharma,2.4,80.0
2020.0,Sunrisers Hyderabad,V Shankar,5,V Shankar,19.4,97.98
2020.0,Sunrisers Hyderabad,WP Saha,4,WP Saha,53.5,134.59
2021.0,Chennai Super Kings,AT Rayudu,13,AT Rayudu,19.77,146.86
2021.0,Chennai Super Kings,DJ Bravo,3,DJ Bravo,15.67,213.64
2021.0,Chennai Super Kings,F du Plessis,16,F du Plessis,39.56,134.39
2021.0,Chennai Super Kings,MM Ali,15,MM Ali,23.8,132.22
2021.0,Chennai Super Kings,MS Dhoni,11,MS Dhoni,10.36,102.7
2021.0,Chennai Super Kings,RA Jadeja,11,RA Jadeja,20.64,133.53
2021.0,Chennai Super Kings,RD Gaikwad,16,RD Gaikwad,39.69,133.97
2021.0,Chennai Super Kings,RV Uthappa,4,RV Uthappa,28.75,133.72
2021.0,Chennai Super Kings,SK Raina,11,SK Raina,14.55,120.3
2021.0,Chennai Super Kings,SM Curran,4,SM Curran,14.0,186.67
2021.0,Chennai Super Kings,SN Thakur,4,SN Thakur,1.25,83.33
2021.0,Delhi Capitals,AR Patel,6,AR Patel,6.67,76.92
2021.0,Delhi Capitals,K Rabada,3,K Rabada,4.33,216.67
2021.0,Delhi Capitals,Lalit Yadav,5,Lalit Yadav,13.6,90.67
2021.0,Delhi Capitals,MP Stoinis,7,MP Stoinis,12.71,120.27
2021.0,Delhi Capitals,PP Shaw,15,PP Shaw,31.93,155.52
2021.0,Delhi Capitals,R Ashwin,5,R Ashwin,8.8,102.33
2021.0,Delhi Capitals,RR Pant,16,RR Pant,26.5,123.62
2021.0,Delhi Capitals,S Dhawan,16,S Dhawan,36.69,122.29
2021.0,Delhi Capitals,SO Hetmyer,12,SO Hetmyer,20.17,158.17
2021.0,Delhi Capitals,SPD Smith,7,SPD Smith,21.71,111.76
2021.0,Delhi Capitals,SS Iyer,8,SS Iyer,21.88,96.69
2021.0,Kolkata Knight Riders,AD Russell,8,AD Russell,22.88,144.09
2021.0,Kolkata Knight Riders,EJG Morgan,15,EJG Morgan,8.87,93.66
2021.0,Kolkata Knight Riders,KD Karthik,15,KD Karthik,14.87,129.65
2021.0,Kolkata Knight Riders,N Rana,16,N Rana,23.94,117.85
2021.0,Kolkata Knight Riders,PJ Cummins,5,PJ Cummins,18.6,155.0
2021.0,Kolkata Knight Riders,RA Tripathi,16,RA Tripathi,24.81,139.3
2021.0,Kolkata Knight Riders,SP Narine,10,SP Narine,6.2,121.57
2021.0,Kolkata Knight Riders,Shakib Al Hasan,6,Shakib Al Hasan,7.83,94.0
2021.0,Kolkata Knight Riders,Shubman Gill,17,Shubman Gill,28.12,115.18
2021.0,Kolkata Knight Riders,VR Iyer,10,VR Iyer,37.0,123.75
2021.0,Mumbai Indians,AF Milne,3,AF Milne,5.33,84.21
2021.0,Mumbai Indians,HH Pandya,11,HH Pandya,11.55,109.48
2021.0,Mumbai Indians,Ishan Kishan,10,Ishan Kishan,24.1,132.42
2021.0,Mumbai Indians,JJ Bumrah,7,JJ Bumrah,2.29,94.12
2021.0,Mumbai Indians,KA Pollard,13,KA Pollard,18.85,136.11
2021.0,Mumbai Indians,KH Pandya,12,KH Pandya,11.92,113.49
2021.0,Mumbai Indians,Q de Kock,11,Q de Kock,27.0,113.79
2021.0,Mumbai Indians,RD Chahar,4,RD Chahar,3.5,93.33
2021.0,Mumbai Indians,RG Sharma,13,RG Sharma,29.31,124.1
2021.0,Mumbai Indians,SA Yadav,14,SA Yadav,22.64,140.27
2021.0,Mumbai Indians,SS Tiwary,4,SS Tiwary,28.75,116.16
2021.0,Punjab Kings,AK Markram,6,AK Markram,24.33,118.7
2021.0,Punjab Kings,CH Gayle,10,CH Gayle,19.3,120.62
2021.0,Punjab Kings,DJ Hooda,11,DJ Hooda,14.55,128.0
2021.0,Punjab Kings,Harpreet Brar,5,Harpreet Brar,12.8,104.92
2021.0,Punjab Kings,KL Rahul,13,KL Rahul,48.15,134.62
2021.0,Punjab Kings,M Shahrukh Khan,10,M Shahrukh Khan,15.3,129.66
2021.0,Punjab Kings,MA Agarwal,12,MA Agarwal,36.75,136.11
2021.0,Punjab Kings,MC Henriques,4,MC Henriques,7.75,96.88
2021.0,Punjab Kings,Mohammed Shami,3,Mohammed Shami,4.33,76.47
2021.0,Punjab Kings,N Pooran,10,N Pooran,8.5,110.39
2021.0,Rajasthan Royals,C Sakariya,5,C Sakariya,3.2,64.0
2021.0,Rajasthan Royals,CH Morris,7,CH Morris,9.57,126.42
2021.0,Rajasthan Royals,DA Miller,8,DA Miller,15.5,107.83
2021.0,Rajasthan Royals,E Lewis,5,E Lewis,30.2,157.29
2021.0,Rajasthan Royals,GD Phillips,3,GD Phillips,8.67,78.79
2021.0,Rajasthan Royals,JC Buttler,7,JC Buttler,36.29,146.82
